,Question,Answer,File
38,“What is the procedure to file a complaint before the consumer commission?”,"“To file a complaint before the Consumer Commission, follow these steps:
Writing the Complaint:
The complaint should be in writing and contain all relevant details.
Specify the aggrieved consumer's details, the service provider or manufacturer's details, and the facts of the matter.
Clearly state the remedy sought.
Filing the Complaint:
Complaints can be filed in person or through an agent.
They can also be sent by registered post along with the required court fee.
Complaints can be filed online at the eJagriti portal: https://ejagriti.gov.in/.
Submission of Copies:
Normally, three copies of the complaint are required.
One copy is retained for official purposes, one is forwarded to the opposite party, and one is for the complainant.
If there are multiple opposite parties, more copies may be required.
Contents of the Complaint:
The complaint must contain all necessary details of the aggrieved consumer, the service provider, or manufacturer.
Include contact details, place of business, relevant facts of the matter, and the remedy sought.
Attach an affidavit signed and verified by the complainant.
Attach all other relevant documents, such as bill details, mode of payment, and guarantee or warranty cards.”
—",General
39,“What is the procedure to file a complaint in the eJagriti platform?”,"“ Following these steps will ensure that your complaint is filed correctly on the eJagriti platform.

Create an Account: If you don't have an account, register on the eJagriti portal at https://e-jagriti.gov.in/register.
Provide your Phone Number, Name, and a password for your eJagriti account. Confirm your password by entering it in the corresponding box, and then click ‘Role. Select ‘Consumer/Authorised Representative’. If you do not possess an Indian address and phone number, click on the ‘NRI’ check box at the top of the form.
Verify Phone Number/Email: Verify your phone number/email address by copying the six digit code sent to your registered email or phone number.
Verify Address: If you are not NRI, the portal will ask you for an address and ask you to upload an address proof. Please write down your address, select and upload a scanned copy of any government authorised address proof. 
Login: Use your credentials to log in to the portal.
Start New Case: Click on 'File a New Case' from the Filing dropdown menu and select 'Consumer Complaint'. Then click on the ‘NEXT’ button.
Enter Case Details in the respective boxes:
Paid as Consideration: the amount you have paid for a product or service
Claim Consideration: the amount you wish to claim as relief
Date of Cause of Action: enter the date where the issue first occurred or when it was first noticed
State of Cause of Action: enter the state where you wish to file the complaint
District of Cause of Action: enter the District where you wish to file the complaint
Case category: select the most appropriate category for your complaint
Click on the ‘NEXT’ button at the bottom
Enter Complainant and Opposite Party details in the respective boxes
Complainant details: enter the complainant name, and if you are not the complainant enter your relation to them and your name as the ‘Relative Name’
Enter the complainant mobile number and email address. Select if you/they fall under Senior citizen, widow, differently abled, or serious ailment categories
Enter address of the complainant
Enter the details of any advocate or legal representative whose services you are using, in case you have an advocate for this complaint
Enter the details of the Opposite part, similar to details of the complainant, including Address and Name of the business
Select the accurate State, and District for the address of the Opposite Party, and you may add any additional addresses as well
Select ‘NEXT’ option at the bottom of the form
Add details of any additional complainant parties in the “ADD ADDITIONAL COMPLAINANT” option. Clicking this option will drop down a fresh set of boxes for you to fill information. You may add as many additional complainants as necessary. If your complaint involves a ‘pro-forma’ complainant you may add their details here, under the “ADD PROFORMA COMPLAINANT DETAILS” option. Click ‘NEXT’ button at the bottom of the page once completed.
Add details of any additional Opposite Parties parties in the “ADD ADDITIONAL OPPOSITE PARTY” option. Clicking this option will drop down a fresh set of boxes for you to fill information. You may add as many additional complainants as necessary. If your complaint involves a ‘pro-forma’ complainant you may add their details here, under the “ADD PROFORMA OPPOSITE PARTY DETAILS” option. Click ‘NEXT’ button at the bottom of the page once completed.
Upload the required documents for filing your complaint. This includes the following documents:
Index: this is an index of all submitted documents
Proforma for filing consumer complaint: this is a copy of your filled our consumer complaint
Synopsis with List of Dates and Events: a summary of the facts of your complaint with a list of key dates relevant to the events of the complaint
Memo of Parties: a formatted document listing the parties involved in the complaint.
Consumer Complaint with Notarised Affidavit: a copy of your complaint, along with an affidavit attached, provided the affidavit has been authorised by a notary
Upload any other documents under the ‘ADD ANNEXURES / DOCUMENTS’ option
IA Documents: if you have any documents relating to an interim application (IA) you can upload them here.
Vakalatnama: upload a copy of the Vakalatnama hin this box. The Vakalatnama is a document where you have authorised your lawyer or legal representative to appear on your behalf for the matter
Select ‘NEXT’ option at the bottom of the screen
‘Your Case will be filed in District Commission’: select which District Commission you would like your complaint to be filed.
Before you do this, you may go back to the previous screens by clicking ‘PREVIOUS’ button on the bottom left of the page, and you may re-check all your documents to check that they are as required to you and for the Consumer Commission. If you do re-check the documents, you may once again reach this page as described in previous steps.
Click the box which says ‘I hereby declare that the information provided is true and correct’. Select ‘PREVIEW’ option at the bottom right of the page.
The page will show you the details and information included in your complaint. Check whether the details are all accurate and included as required. Once you are satisfied, you may click the ‘FINAL SUBMIT’ button at the bottom of the page.
You may now access the status of whether your complaint has been accepted by the Consumer Dispute Redressal Commission. You may do this by clicking on the ‘Pending’ button on the eJagriti dashboard page (https://e-jagriti.gov.in/consumer/dashboard)

—",General
40,“Can a consumer complaint be resolved through mediation?”,"“Yes, a consumer complaint can be resolved through mediation. The relevant consumer commission, either at the first hearing after admission or later stages, may refer the complaint to mediation with the written consent of the parties if they believe there is potential for settlement. Parties can also opt for mediation at any stage of the complaint. If the dispute remains unresolved through mediation, the consumer commission will proceed to hear the case. Successful mediation results in a written agreement of the terms, while partial settlements are recorded, and the remaining issues are heard by the Commission. If mediation is unsuccessful, the Commission will pass an appropriate order within seven days of receiving the settlement report. There is no fee required for mediation. No appeal is permissible after the settlement of a dispute through mediation.”",General
41,“ What are the contents of a consumer complaint particulars should be furnished in the complaint?”,"“ Contents of a consumer complaint:
Cause-title
Name, description, and address of the complainant
Name, description, and address of the opposite party or parties
Facts relating to the complaint and where and when it arose
Copies of written complaints and notices sent to the service provider
Explanation of how the opposite parties are liable and why they are answerable or accountable
Documents supporting allegations, with a list of these documents signed by the complainant
Specification of how the case falls within the jurisdiction of the tribunal
 Relief or remedy claimed by the complainant

Following is a illustrative draft for a consumer complaint, in LaTex format:

“

BEFORE THE DISTRICT CONSUMER DISPUTES REDRESSAL 
COMMISSION AT _________

CONSUMER COMPLAINT NO.     /20	  

IN THE MATTER OF: 

<Title and name of first complainant>,
<Address of first complainant>

<Title and name of second complainant>
<Address of second complainant>

<Title and name of third complainant and so on>
<Address of third complainant>
… COMPLAINANT
AND

<Title and name of first opposite party>,
<Address of first opposite party>

<Title and name of second opposite party>,
<Address of second opposite party>

<Title and name of third opposite party and so on>,
<Address of third opposite party and so on>

… OPPOSITE PARTIES

COMPLAINT UNDER SECTION 35 of THE CONSUMER PROTECTION ACT, 2019 RESPECTFULLY SHOWETH:

The address of the Complainant for the purpose of service of summons, notice etc is as shown in the cause title above and that of his counsel 

The address of the Opponents for the very purpose is the same as shown in the cause title above.

FACTS OF COMPLAINT: <Include facts about the complainant and the reason for the complaint and the other facts provided by the complainant. Include facts about the actions of the opposite party as presented by the complainant. Include the relief prayed for by the complainant. Keep each unique aspect of the complaint in one paragraph. The complaint may take anywhere from 4-12 paragraphs.>

TRANSACTION: <Should describe the transaction complained of i.e. particulars and details of goods/services availed, items of goods / kind and nature of service; date of purchase of goods/availing of service' amount paid as price/ consideration, full or in part towards the goods/service' Photocopies of the bill/cash memo/voucher or receipt should be attached and properly marked as Annexure- A, B, C, and so forth or 1, 2, 3 and so forth.>

CAUSE OF ACTION: The cause of action arose on <inlcude date of incident provided by the complainant/user> when <include incident giving rise to complaint> 
<Should explain the grievance, i.e. whether the loss of damage has been caused by some unfair trade practice or restrictive trade practice adopted by any trader or there is some defect in the goods or there has been deficiency in service or the trader has charged excessive price for the goods. Should elucidate the nature of deficiency or unfair trade practice adopted by the trader, i.e. relating to the quality of goods/services: sponsorship; warranty or guarantee for such period promised.>

RELIEF CLAIMED: <The nature and amount of relief claimed must be specified, and any specific performance from any party should be specified. Can include removal of defects in goods or deficiency in service; replacement with new goods; return of the price or charges or compensation on account of financial loss or injury>

JURISDICTION: <Mention the jurisdiction under which the complaint lies, according to: (i) the value of the claim (upto fifty lakh for DCDRC, upto two crore for SCDRC, rest to NCDRC),  and the geographic location of the cause of action or the opposite party.>

LIMITATION: That the present complaint is being filed within the period of limitation prescribed under section 69 of the Consumer Protection Act, 2019.

COURT FEE: As per Rule 7 of Consumer Protection (Consumer Dispute Redressal Commission) Rules 2020, the requisite court fee has been paid.

EVIDENCE:
<Should give details of documents and/or witnesses relied on to substantiate the case. The documents should be attached as Annexures. Incorporated in a list of evidence. List of witnesses (if any) may be filed similarly>
1. <mention a brief description of the first item of complainant evidence>
2. <mention a brief description of the second item of complainant party evidence>
3. <mention a brief description of the third item of complainant evidence, and so on>

PRAYER:
In the circumstances stated above, the Complainant prays that the Hon'ble Commission may be pleased to:
<mention a numbered list of all reliefs prayed for by the complainant.>


Complainant


PLACE:                                                                                                                         Signature
DATED:


VERIFICATION:
Herein I, <name and title of complainant>, the complainant above named, do hereby state on the solemn affirmation that the contents of the above paragraphs are read over and explained to me in my vernacular. The same are found to be true and correct to the best of my knowledge, belief, and information.

Name & signature of the complainant


”
—",General
42,“Does a consumer need an advocate to represent their case before a commission?,"“Consumers do not need an advocate to represent their case in the Consumer Commission. These commissions are designed to provide simple and speedy justice, free from the complexities of regular court procedures. The process is informal and does not require the involvement of an advocate or pleader. Consumers can file and represent their complaint themselves or through a representative.”
—",General
43,“What is the time limit for filing the complaint?”,"“The time limit for filing a complaint is two years from the date the cause of action arises, as per Section 35 of the Act. This period starts from the day the deficiency in service or defect in goods is detected. It's also referred to as the limitation period. However, the law allows consumers to file complaints even after this period if the District Consumer Disputes Redressal Commission (DCDRC) deems the reasons for the delay genuine and valid.” 
_",General
44,“How to make the payment of the Court fee?”,"“The court fee for every complaint filed before the District Consumer Disputes Redressal Commission (DCDRC), State Consumer Disputes Redressal Commission (SCDRC), or National Consumer Disputes Redressal Commission (NCDRC) must be accompanied by a fee specified. This fee should be in the form of a crossed Demand Draft drawn on a nationalized bank or through a crossed Indian Postal Order drawn in favor of the Registrar of the respective Commission. The payment should be payable at the place where the Commission is situated. The concerned District Consumer Disputes Redressal Commission (DCDRC) shall deposit the received amount.”
_",General
45,“ What reliefs or remedies are provided by the consumer commission?”,"“Consumer commissions can provide the following reliefs and remedies under the Consumer Protection Act, 2019:
Compensation: Grant compensation to consumers for harm caused by product liability issues.
Directive to Manufacturers, Service Providers, and Sellers: Issue directives to:
Remove defects from goods.
Replace goods.
Refund the price paid along with any interest.
Remove defects or deficiencies in services.
Award compensation for loss or injury.
Discontinue and not repeat unfair trade practices or restrictive trade practices.
Withdraw hazardous goods from being offered for sale.
Cease manufacture of hazardous goods and desist from offering hazardous services.
Pay a sum determined by the Commission for loss or injury suffered by a large number of consumers.
Issue corrective advertisement to neutralize the effect of misleading advertisement.
Provide adequate costs to parties.
These reliefs and remedies are aimed at protecting and compensating consumers for any harm caused by products or services.”
—",General
46,“What are the details of fees to be paid while filing a complaint with the consumer commissions?”,"“Yes, there is a fee for filing a complaint with the Consumer Commissions. The fee must be paid in the form of a crossed Demand Draft drawn on a nationalised bank or through a crossed Indian Postal Order drawn in favour of the Registrar of the relevant Commission and payable at the respective location where the Commission is situated. The payment may otherwise be through electronic mode as arranged by the specific Commission concerned.

The fee amount varies based on the value of goods or services paid as consideration, as specified in the table below:
District Consumer Disputes Redressal Commission (DCDRC):
Up to ₹5 Lakh: No Fee
Above ₹5 Lakh – Up to ₹10 Lakh: ₹200
Above ₹10 lakh – Up to ₹20 Lakh: ₹400
Above ₹20 Lakh – Up to ₹50 Lakh: ₹1000
State Consumer Disputes Redressal Commission (SCDRC): 
Above ₹50 Lakh – Up to ₹1 Crore: ₹2000
Above ₹1 Crore – Up to ₹2 Crore: ₹2500 
National Consumer Disputes Redressal Commission (NCDRC): 
Above ₹2 Crore – Up to ₹4 Crore: ₹3000 
Above ₹4 Crore – Up to ₹6 Crore: ₹4000 
Above ₹6 Crore – Up to ₹8 Crore: ₹5000 
Above ₹8 Crore – Up to ₹10 Crore: ₹6000
Above ₹10 Crore: ₹7500
The fee should be payable at the respective place where the District Consumer Disputes Redressal Commission (DCDRC), State Consumer Disputes Redressal Commission (SCDRC), or the National Consumer Disputes Redressal Commission (NCDRC) is situated, or through electronic mode as per the arrangement made by the concerned Commission.”
—",General
47,“What if the consumer is not satisfied with the order of the Consumer commission?”,"“If a consumer is dissatisfied with the order of a Consumer Commission:
They can prefer an appeal within 30 days from the date of the order.
The appeal against the order of the District Consumer Disputes Redressal Commission (DCDRC) can be made before the State Consumer Disputes Redressal Commission (SCDRC).
The appeal against the order of the State Consumer Disputes Redressal Commission (SCDRC) can be made before the National Consumer Disputes Redressal Commission (NCDRC).
The appeal against the order of the National Consumer Disputes Redressal Commission (NCDRC) can be made before the Supreme Court.” 
—",General
48,“ Is there any change in the amount to be deposited for filing an appeal?”,"For appeals before the State Consumer Disputes Redressal Commission (SCDRC) and National Consumer Disputes Redressal Commission (NCDRC), 50% of the total award amount passed by the lower commission needs to be deposited.” 
—",General
49,“What documents are required while filing a complaint in a consumer commission?”,"“Index: A list of all the documents attached, paginated and indexed.
List of Dates: A chronological list of events relevant to the complaint.
Memorandum of the Parties: Details of the complainant and the opposite party, including complete address and contact details.
Complaint with Notarized Affidavit: The complaint along with a notarized attested affidavit.
Requisite Fee: Payment proof of the fee required for filing the complaint.
Supporting Documents and Evidences: Receipts, vouchers, or any other evidence supporting the complaint. These documents should be attested as a True Copy on the last page with name and signature.
Application for Condonation of Delay: If there is a delay of more than 2 years from the cause of action, an application for the condonation of delay with a notarized and attested affidavit should be filed.
Ensure that all documents are uploaded in the specified format and meet the requirements of the eJagriti portal for smooth processing of the complaint.”
_",General
50,“ How long does it take for a consumer case to be heard by a judge in a consumer commission?”,"“ The timeline for a consumer case to be heard by a judge in consumer commission varies. While the Consumer Protection Act, 2019 aims for resolution within three months, the actual duration can range from three months to over a year due to case complexities.” 
—",General
51,“ What is the procedure for filing an appeal before the State Consumer Disputes Redressal Commission (SCDRC)?,"The Appellant or his authorized agent is required to file a Memorandum that is to be sent through registered post for acknowledgment to the State Consumer Disputes Redressal Commission (SCDRC). This memorandum must be typed in a legible manner with distinct heads, grounds of appeal without any argument or narrative. Such memorandums are to be accompanied by certified copy of the District Consumer Disputes Redressal Commission (DCDRC) order and the documents of a supportive nature to the appeal. Along with it, the appellant is required to submit four copies of the memorandum to the State Consumer Disputes Redressal Commission (SCDRC).

The appellant can only be heard or urged to be heard in support of the appeals that are made to the State Consumer Disputes Redressal Commission (SCDRC). However, the State Consumer Disputes Redressal Commission (SCDRC) is not required to confine itself within the appeal that is made. 
—",General
52,"“What Rights are guaranteed under Consumer Protection Act, 2019 for consumers?”","“The Consumer Protection Act of 2019 ensures several fundamental rights for consumers. These rights are crucial pillars in safeguarding consumer interests and ensuring fair treatment in the marketplace. Here are the six rights guaranteed under the Act:

1. Right to Safety: Consumers have the right to expect that the products and services they purchase are safe for use or consumption. This right ensures protection from hazardous or substandard goods.

2. **Right to be Informed**: Consumers have the right to receive accurate and transparent information about the products and services they intend to purchase. This includes details regarding quality, quantity, price, ingredients, and any associated risks.

3. **Right to Choose**: Consumers have the freedom to select from a range of products and services offered by various providers. This right promotes competition in the market and empowers consumers to make informed decisions based on their preferences.

4. **Right to be Heard**: Consumers have the right to express their grievances and concerns regarding unsatisfactory products or services. This includes the opportunity to voice complaints, provide feedback, and seek resolution through accessible channels.

5. **Right to Seek Redressal**: Consumers have the right to seek appropriate remedies and compensation for any harm or inconvenience caused by defective products or deficient services. This right ensures access to fair and efficient dispute resolution mechanisms.

6. **Right to Consumer Awareness**: Consumers have the right to access information and resources that enhance their understanding of their rights and responsibilities in the marketplace. This includes education on consumer protection laws, awareness campaigns, and access to relevant support services.

These rights collectively empower consumers to make informed choices, demand accountability from businesses, and seek recourse in cases of unfair treatment or exploitation. By upholding these rights, the Consumer Protection Act aims to foster trust and confidence in the marketplace while promoting a fair and competitive economic environment.” 

—",General
53,“Can I be asked to waive the claim under the Act?”,"“ Waiving a claim under the Consumer Protection Act, 2019 (CPA 2019), may be deemed unfair as per the broad definition of unfair contracts outlined in the Act. Additionally, agreements that restrict legal proceedings, such as those preventing parties from enforcing their rights or limiting the time to do so, are void under the Indian Contract Act, 1872, and thus unenforceable. While the issue of waiving claims has not been tested in court, contractual language regarding such waivers should be carefully examined to avoid potential unenforceability under both the CPA 2019 and Indian contract law.” 

—",General
54,What is the time period within which the State Consumer Disputes Redressal Commission (SCDRC) needs to provide a decision for the appeal ?,"“The State Consumer Disputes Redressal Commission (SCDRC) must provide a decision for the appeal within 90 days from the date of admission. If the State Consumer Disputes Redressal Commission (SCDRC) decides to dispose of the case, adequate reasons for the decision must be provided in writing.”",General
126,“What is the real estate sector?”,"“Real estate is the umbrella word for any land-based property that includes a building or structures. It entails the acquisition, resale,development of land,  as well as residential and nonresidential structures, rental and property management issues. Customers know virtually little about this industry. This is the reason why they are taken advantage of and defrauded in this industry.”",Real_Estate_Sector
127,“What are the available grounds for complaints?”,"“
False assurances about the provision of various amenities
Delays in handing over possession even after making full and final payments.
Clandestine sale of disputed properties which do not have a clear title.
Wrong measurements and usage of sub-standard materials.
Charging more money than agreed.
Construction not completed within the promised duration.
Not providing the promised booked plot or flat.
Refusal to return security deposit
Excessive deductions from the security deposit without adequate reason
Increasing rent without adequate notice
Not providing necessary documentation for possession
Failure to deliver possession on the agreed date specified in agreement
Not refunding booking amount when failing to give timely possession
Lack of clear title causing possession delays
Failure to obtain necessary permits causing possession delays
”",Real_Estate_Sector
128,“What are the modes or methods of complaint available?”,"“The consumer can register his complaint through various available mechanisms. These are provided below in a step-by-step manner.
(i) Giving a Notice to the Builder:
The consumer shall issue a formal notice to the builder regarding the adverse practices being followed. If the builder does not respond within a reasonable period of time, the consumer can move further with the issue. At this point, the consumer can proceed under the RERA Act of 2016, and under the consumer protection act, 2019.
(ii) Under RERA, 2016:
The main goal of the RERA Authority is to provide purchasers with relief by swiftly settling disputes. RERA is applicable to projects that did not have the completion certificate as of the date of the enactment. Therefore, the consumer can file complaints against projects that are registered with RERA. In doing so, the consumer shall go to the state website of consumer redressal in RERA cases and register their complaints. A step-by-step guide to the same could be found in the link given below:
https://rera.karnataka.gov.in/resources/staticpage/complaint%20usermanual.pdf
Upon filling of the form, the consumer has to pay a small fee.
(iii) Approaching Confederation of Real Estate Developers’ Association of India (“CREDAI”):
Established in 1999, CREDAI is the apex body of private real estate developers in India, which has adopted a voluntary standard code of conduct aspiring towards ethical business practices. A complaint on their portal could be registered using the following link:  https://credai.org/register-your-complaint
(iv) Approaching any other appropriate judicial or quasi-judicial body:
The complainant is free to take the service provider to a court or any other suitable venue (judicial or quasi-judicial). The proceedings in consumer commissions are not mired by the niceties of procedure, allowing the complainant to file a complaint for himself. As a consumer, the aggrieved party can take the service provider to the appropriate consumer commission, based on the pecuniary and territorial jurisdiction. The jurisdictions of the various consumer commissions are as follows-
a) District Commission: The aggrieved consumer can reach out to the District Commission under section 34 of the CPA, 2019, which provides that the district commission shall entertain matters where the value of the goods or services paid as consideration does not exceed more than fifty lakhs rupees.
b) State Commission: In cases where the value of the goods or services paid as consideration is more than fifty lakhs, but less than 2 crores, the consumer can approach the State Commission. Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the consumer can be directly approached. An appeal against the order of the District Commission can also be made under section 47 of the CPA, 2019.
c) National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 2 crores. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority.Moreover, it must also be kept in mind, that section 100 of the CPA, 2019 provides that the remedy under CPA is in addition and not in derogation of other available remedies.Another remedy available to consumers is mediation. Chapter 5 of the Consumer Protection Act provides for establishing mediation cells and resolving consumer complaints using mediation. The following link could be used to file complaints online:
https://consumerhelpline.gov.in/”",Real_Estate_Sector
129,“What are the regulatory bodies in this sector?”,"“A completion certificate is a document issued by the local development or municipal authority after the construction of a building is finished. It confirms that the building has been constructed as per the approved building plan, local laws, and safety norms. For a homebuyer, this certificate is important because it proves that the construction is legally complete and compliant. It is also required before applying for an occupancy certificate or getting services like water, electricity, and property registration. Without a completion certificate, the building may be considered unauthorized.”",Real_Estate_Sector
130,"“What is the difference between Built-up Area, Super Built-up Area and Carpet Area?”","“Carpet Area is the area of the apartment that does not include the area of the walls i.e. the area of the apartment that a carpet can cover. Built-Up Area is the area of the apartment that includes the area covered by the walls. Super Built-Up Area includes the built-up areas such as the lobby, lifts, stairs etc. This term is therefore only applicable for multi-dwelling units, such as flat complexes.”",Real_Estate_Sector
131,"“What is the difference between the Lease, Leave, and the License agreement?”","“A Lease, defined under Section 105 of The Transfer of Property Act, 1882, is a transfer of the right to enjoy the concerned property for a pre-defined time period or in perpetuity. The lesser (owner of the property) gives the lessee (the one leasing the property) such consideration periodically, usually at the beginning or end of a lease agreement. License is defined in Section 52 of the Indian Easements Act, 1882. License does not allow any interest in the premises on the licensee's part. It merely gives the licensee the right to use and occupy the premises for a limited duration. A lease deed needs to be stamped and registered. The amount payable towards the lease deed's stamp duty is more than that payable towards the Leave and License's. For a period exceeding three years, the stamp duty is same for both agreements.”",Real_Estate_Sector
132,“What are the implications of entering into a lease agreement?”,"“A freehold property flat is one where there is a whole and sole owner/s, ownership is full and unconditional and there is no lessor. A freehold property flat is one where there is a whole and sole owner/s, ownership is full and unconditional and there is no lessor / lessee involved. On the other hand, a leasehold property means you have the right to use the property for a fixed number of years, commonly 30, 60, or 99 years but the land itself is owned by a government authority or landlord. While you can sell or transfer the leasehold interest, you may need approval from the landowner, and renewing the lease or converting it to freehold might involve extra costs or conditions.”",Real_Estate_Sector
133,“What is power of attorney in real sector sector?”,"“In real estate, a Power of Attorney (PoA) is a legal document that allows one person (the principal) to authorize another person (the agent or attorney-in-fact) to act on their behalf in property-related matters. This can include buying or selling property, executing sale or lease agreements, managing or renting property and representing the principal before authorities or registrars
There are two main types: general PoA that has broad powers over multiple transactions and special PoA which is limited to a specific act or transaction. While commonly used when the principal is unavailable (e.g., living abroad), it's important to note that PoA is not a substitute for a sale deed. In most cases, property transfer must be done through a registered sale deed, not just a PoA.”",Real_Estate_Sector
134,“Who is liable to pay Stamp Duty-the buyer or the seller?”,“The buyer is liable to pay the stamp duty.”,Real_Estate_Sector
135,“What is meant by the market value of the property and is Stamp Duty payable on the market value of the property or on consideration as stated in the agreement?”,"“Market value of property is the price at which there is a willing buyer and a seller agreeing to the transfer the property at an arms length transaction. Stamp duty is levied on the ready reckoner rate or the agreement price, whichever is higher.”",Real_Estate_Sector
136,“Who is the appropriate authority for knowing the market value of the property?”,“It is ideal to get the valuation done by a certified valuer for the house as per the ongoing rates. The property valuation reports can be obtained from the architects or a certified valuation expert.”,Real_Estate_Sector
137,“What action can I take against a builder who is delaying possession?”,“The first course of action should always be to issue a letter in writing to the builder stating your grievance. Ensure that all assurances by the builder of giving you possession on such and such date are given to you in writing on the letterhead and under the seal of the builder. If it appears that the builder will not be giving you possession in an acceptable time period then you may approach CREDAI for mediation.”,Real_Estate_Sector
138,“What is CREDAI?”,"“The Confederation of Real Estate Developers' Association of India (CREDAI) is an association formed by developers and builders in India for self-regulating the business of real estate development. CREDAI has more than 8500 member developers and builders through 112 member associations with representation in all the major cities and states of the country. CREDAI has its office at #703, Ansal Bhawan, Street 16, Kasturba Gandhi Marg, New Delhi, Delhi 110001.”",Real_Estate_Sector
139,“What is your recourse in case of a delayed project?”,"“First and foremost, buyers should scrutinize the project and the background of the developer. If possible, they must hire a real estate consultancy firm who has market expertise and is known for unbiased consulting. In addition, an investor has the right to ask for the copies of approvals of the project, if not buying during a soft launch stage. You must ask for detailed construction schedules and negotiate for penalty clause in case of delay of project. Refunds can be claimed if a project is delayed beyond the period stipulated in the Builder Buyer Agreement by filing a case in the consumer court.”",Real_Estate_Sector
