,Question,Answer,File
38,“What is the procedure to file a complaint before the consumer commission?”,"“To file a complaint before the Consumer Commission, follow these steps:
Writing the Complaint:
The complaint should be in writing and contain all relevant details.
Specify the aggrieved consumer's details, the service provider or manufacturer's details, and the facts of the matter.
Clearly state the remedy sought.
Filing the Complaint:
Complaints can be filed in person or through an agent.
They can also be sent by registered post along with the required court fee.
Complaints can be filed online at the eJagriti portal: https://ejagriti.gov.in/.
Submission of Copies:
Normally, three copies of the complaint are required.
One copy is retained for official purposes, one is forwarded to the opposite party, and one is for the complainant.
If there are multiple opposite parties, more copies may be required.
Contents of the Complaint:
The complaint must contain all necessary details of the aggrieved consumer, the service provider, or manufacturer.
Include contact details, place of business, relevant facts of the matter, and the remedy sought.
Attach an affidavit signed and verified by the complainant.
Attach all other relevant documents, such as bill details, mode of payment, and guarantee or warranty cards.”
—",General
39,“What is the procedure to file a complaint in the eJagriti platform?”,"“ Following these steps will ensure that your complaint is filed correctly on the eJagriti platform.

Create an Account: If you don't have an account, register on the eJagriti portal at https://e-jagriti.gov.in/register.
Provide your Phone Number, Name, and a password for your eJagriti account. Confirm your password by entering it in the corresponding box, and then click ‘Role. Select ‘Consumer/Authorised Representative’. If you do not possess an Indian address and phone number, click on the ‘NRI’ check box at the top of the form.
Verify Phone Number/Email: Verify your phone number/email address by copying the six digit code sent to your registered email or phone number.
Verify Address: If you are not NRI, the portal will ask you for an address and ask you to upload an address proof. Please write down your address, select and upload a scanned copy of any government authorised address proof. 
Login: Use your credentials to log in to the portal.
Start New Case: Click on 'File a New Case' from the Filing dropdown menu and select 'Consumer Complaint'. Then click on the ‘NEXT’ button.
Enter Case Details in the respective boxes:
Paid as Consideration: the amount you have paid for a product or service
Claim Consideration: the amount you wish to claim as relief
Date of Cause of Action: enter the date where the issue first occurred or when it was first noticed
State of Cause of Action: enter the state where you wish to file the complaint
District of Cause of Action: enter the District where you wish to file the complaint
Case category: select the most appropriate category for your complaint
Click on the ‘NEXT’ button at the bottom
Enter Complainant and Opposite Party details in the respective boxes
Complainant details: enter the complainant name, and if you are not the complainant enter your relation to them and your name as the ‘Relative Name’
Enter the complainant mobile number and email address. Select if you/they fall under Senior citizen, widow, differently abled, or serious ailment categories
Enter address of the complainant
Enter the details of any advocate or legal representative whose services you are using, in case you have an advocate for this complaint
Enter the details of the Opposite part, similar to details of the complainant, including Address and Name of the business
Select the accurate State, and District for the address of the Opposite Party, and you may add any additional addresses as well
Select ‘NEXT’ option at the bottom of the form
Add details of any additional complainant parties in the “ADD ADDITIONAL COMPLAINANT” option. Clicking this option will drop down a fresh set of boxes for you to fill information. You may add as many additional complainants as necessary. If your complaint involves a ‘pro-forma’ complainant you may add their details here, under the “ADD PROFORMA COMPLAINANT DETAILS” option. Click ‘NEXT’ button at the bottom of the page once completed.
Add details of any additional Opposite Parties parties in the “ADD ADDITIONAL OPPOSITE PARTY” option. Clicking this option will drop down a fresh set of boxes for you to fill information. You may add as many additional complainants as necessary. If your complaint involves a ‘pro-forma’ complainant you may add their details here, under the “ADD PROFORMA OPPOSITE PARTY DETAILS” option. Click ‘NEXT’ button at the bottom of the page once completed.
Upload the required documents for filing your complaint. This includes the following documents:
Index: this is an index of all submitted documents
Proforma for filing consumer complaint: this is a copy of your filled our consumer complaint
Synopsis with List of Dates and Events: a summary of the facts of your complaint with a list of key dates relevant to the events of the complaint
Memo of Parties: a formatted document listing the parties involved in the complaint.
Consumer Complaint with Notarised Affidavit: a copy of your complaint, along with an affidavit attached, provided the affidavit has been authorised by a notary
Upload any other documents under the ‘ADD ANNEXURES / DOCUMENTS’ option
IA Documents: if you have any documents relating to an interim application (IA) you can upload them here.
Vakalatnama: upload a copy of the Vakalatnama hin this box. The Vakalatnama is a document where you have authorised your lawyer or legal representative to appear on your behalf for the matter
Select ‘NEXT’ option at the bottom of the screen
‘Your Case will be filed in District Commission’: select which District Commission you would like your complaint to be filed.
Before you do this, you may go back to the previous screens by clicking ‘PREVIOUS’ button on the bottom left of the page, and you may re-check all your documents to check that they are as required to you and for the Consumer Commission. If you do re-check the documents, you may once again reach this page as described in previous steps.
Click the box which says ‘I hereby declare that the information provided is true and correct’. Select ‘PREVIEW’ option at the bottom right of the page.
The page will show you the details and information included in your complaint. Check whether the details are all accurate and included as required. Once you are satisfied, you may click the ‘FINAL SUBMIT’ button at the bottom of the page.
You may now access the status of whether your complaint has been accepted by the Consumer Dispute Redressal Commission. You may do this by clicking on the ‘Pending’ button on the eJagriti dashboard page (https://e-jagriti.gov.in/consumer/dashboard)

—",General
40,“Can a consumer complaint be resolved through mediation?”,"“Yes, a consumer complaint can be resolved through mediation. The relevant consumer commission, either at the first hearing after admission or later stages, may refer the complaint to mediation with the written consent of the parties if they believe there is potential for settlement. Parties can also opt for mediation at any stage of the complaint. If the dispute remains unresolved through mediation, the consumer commission will proceed to hear the case. Successful mediation results in a written agreement of the terms, while partial settlements are recorded, and the remaining issues are heard by the Commission. If mediation is unsuccessful, the Commission will pass an appropriate order within seven days of receiving the settlement report. There is no fee required for mediation. No appeal is permissible after the settlement of a dispute through mediation.”",General
41,“ What are the contents of a consumer complaint particulars should be furnished in the complaint?”,"“ Contents of a consumer complaint:
Cause-title
Name, description, and address of the complainant
Name, description, and address of the opposite party or parties
Facts relating to the complaint and where and when it arose
Copies of written complaints and notices sent to the service provider
Explanation of how the opposite parties are liable and why they are answerable or accountable
Documents supporting allegations, with a list of these documents signed by the complainant
Specification of how the case falls within the jurisdiction of the tribunal
 Relief or remedy claimed by the complainant

Following is a illustrative draft for a consumer complaint, in LaTex format:

“

BEFORE THE DISTRICT CONSUMER DISPUTES REDRESSAL 
COMMISSION AT _________

CONSUMER COMPLAINT NO.     /20	  

IN THE MATTER OF: 

<Title and name of first complainant>,
<Address of first complainant>

<Title and name of second complainant>
<Address of second complainant>

<Title and name of third complainant and so on>
<Address of third complainant>
… COMPLAINANT
AND

<Title and name of first opposite party>,
<Address of first opposite party>

<Title and name of second opposite party>,
<Address of second opposite party>

<Title and name of third opposite party and so on>,
<Address of third opposite party and so on>

… OPPOSITE PARTIES

COMPLAINT UNDER SECTION 35 of THE CONSUMER PROTECTION ACT, 2019 RESPECTFULLY SHOWETH:

The address of the Complainant for the purpose of service of summons, notice etc is as shown in the cause title above and that of his counsel 

The address of the Opponents for the very purpose is the same as shown in the cause title above.

FACTS OF COMPLAINT: <Include facts about the complainant and the reason for the complaint and the other facts provided by the complainant. Include facts about the actions of the opposite party as presented by the complainant. Include the relief prayed for by the complainant. Keep each unique aspect of the complaint in one paragraph. The complaint may take anywhere from 4-12 paragraphs.>

TRANSACTION: <Should describe the transaction complained of i.e. particulars and details of goods/services availed, items of goods / kind and nature of service; date of purchase of goods/availing of service' amount paid as price/ consideration, full or in part towards the goods/service' Photocopies of the bill/cash memo/voucher or receipt should be attached and properly marked as Annexure- A, B, C, and so forth or 1, 2, 3 and so forth.>

CAUSE OF ACTION: The cause of action arose on <inlcude date of incident provided by the complainant/user> when <include incident giving rise to complaint> 
<Should explain the grievance, i.e. whether the loss of damage has been caused by some unfair trade practice or restrictive trade practice adopted by any trader or there is some defect in the goods or there has been deficiency in service or the trader has charged excessive price for the goods. Should elucidate the nature of deficiency or unfair trade practice adopted by the trader, i.e. relating to the quality of goods/services: sponsorship; warranty or guarantee for such period promised.>

RELIEF CLAIMED: <The nature and amount of relief claimed must be specified, and any specific performance from any party should be specified. Can include removal of defects in goods or deficiency in service; replacement with new goods; return of the price or charges or compensation on account of financial loss or injury>

JURISDICTION: <Mention the jurisdiction under which the complaint lies, according to: (i) the value of the claim (upto fifty lakh for DCDRC, upto two crore for SCDRC, rest to NCDRC),  and the geographic location of the cause of action or the opposite party.>

LIMITATION: That the present complaint is being filed within the period of limitation prescribed under section 69 of the Consumer Protection Act, 2019.

COURT FEE: As per Rule 7 of Consumer Protection (Consumer Dispute Redressal Commission) Rules 2020, the requisite court fee has been paid.

EVIDENCE:
<Should give details of documents and/or witnesses relied on to substantiate the case. The documents should be attached as Annexures. Incorporated in a list of evidence. List of witnesses (if any) may be filed similarly>
1. <mention a brief description of the first item of complainant evidence>
2. <mention a brief description of the second item of complainant party evidence>
3. <mention a brief description of the third item of complainant evidence, and so on>

PRAYER:
In the circumstances stated above, the Complainant prays that the Hon'ble Commission may be pleased to:
<mention a numbered list of all reliefs prayed for by the complainant.>


Complainant


PLACE:                                                                                                                         Signature
DATED:


VERIFICATION:
Herein I, <name and title of complainant>, the complainant above named, do hereby state on the solemn affirmation that the contents of the above paragraphs are read over and explained to me in my vernacular. The same are found to be true and correct to the best of my knowledge, belief, and information.

Name & signature of the complainant


”
—",General
42,“Does a consumer need an advocate to represent their case before a commission?,"“Consumers do not need an advocate to represent their case in the Consumer Commission. These commissions are designed to provide simple and speedy justice, free from the complexities of regular court procedures. The process is informal and does not require the involvement of an advocate or pleader. Consumers can file and represent their complaint themselves or through a representative.”
—",General
43,“What is the time limit for filing the complaint?”,"“The time limit for filing a complaint is two years from the date the cause of action arises, as per Section 35 of the Act. This period starts from the day the deficiency in service or defect in goods is detected. It's also referred to as the limitation period. However, the law allows consumers to file complaints even after this period if the District Consumer Disputes Redressal Commission (DCDRC) deems the reasons for the delay genuine and valid.” 
_",General
44,“How to make the payment of the Court fee?”,"“The court fee for every complaint filed before the District Consumer Disputes Redressal Commission (DCDRC), State Consumer Disputes Redressal Commission (SCDRC), or National Consumer Disputes Redressal Commission (NCDRC) must be accompanied by a fee specified. This fee should be in the form of a crossed Demand Draft drawn on a nationalized bank or through a crossed Indian Postal Order drawn in favor of the Registrar of the respective Commission. The payment should be payable at the place where the Commission is situated. The concerned District Consumer Disputes Redressal Commission (DCDRC) shall deposit the received amount.”
_",General
45,“ What reliefs or remedies are provided by the consumer commission?”,"“Consumer commissions can provide the following reliefs and remedies under the Consumer Protection Act, 2019:
Compensation: Grant compensation to consumers for harm caused by product liability issues.
Directive to Manufacturers, Service Providers, and Sellers: Issue directives to:
Remove defects from goods.
Replace goods.
Refund the price paid along with any interest.
Remove defects or deficiencies in services.
Award compensation for loss or injury.
Discontinue and not repeat unfair trade practices or restrictive trade practices.
Withdraw hazardous goods from being offered for sale.
Cease manufacture of hazardous goods and desist from offering hazardous services.
Pay a sum determined by the Commission for loss or injury suffered by a large number of consumers.
Issue corrective advertisement to neutralize the effect of misleading advertisement.
Provide adequate costs to parties.
These reliefs and remedies are aimed at protecting and compensating consumers for any harm caused by products or services.”
—",General
46,“What are the details of fees to be paid while filing a complaint with the consumer commissions?”,"“Yes, there is a fee for filing a complaint with the Consumer Commissions. The fee must be paid in the form of a crossed Demand Draft drawn on a nationalised bank or through a crossed Indian Postal Order drawn in favour of the Registrar of the relevant Commission and payable at the respective location where the Commission is situated. The payment may otherwise be through electronic mode as arranged by the specific Commission concerned.

The fee amount varies based on the value of goods or services paid as consideration, as specified in the table below:
District Consumer Disputes Redressal Commission (DCDRC):
Up to ₹5 Lakh: No Fee
Above ₹5 Lakh – Up to ₹10 Lakh: ₹200
Above ₹10 lakh – Up to ₹20 Lakh: ₹400
Above ₹20 Lakh – Up to ₹50 Lakh: ₹1000
State Consumer Disputes Redressal Commission (SCDRC): 
Above ₹50 Lakh – Up to ₹1 Crore: ₹2000
Above ₹1 Crore – Up to ₹2 Crore: ₹2500 
National Consumer Disputes Redressal Commission (NCDRC): 
Above ₹2 Crore – Up to ₹4 Crore: ₹3000 
Above ₹4 Crore – Up to ₹6 Crore: ₹4000 
Above ₹6 Crore – Up to ₹8 Crore: ₹5000 
Above ₹8 Crore – Up to ₹10 Crore: ₹6000
Above ₹10 Crore: ₹7500
The fee should be payable at the respective place where the District Consumer Disputes Redressal Commission (DCDRC), State Consumer Disputes Redressal Commission (SCDRC), or the National Consumer Disputes Redressal Commission (NCDRC) is situated, or through electronic mode as per the arrangement made by the concerned Commission.”
—",General
47,“What if the consumer is not satisfied with the order of the Consumer commission?”,"“If a consumer is dissatisfied with the order of a Consumer Commission:
They can prefer an appeal within 30 days from the date of the order.
The appeal against the order of the District Consumer Disputes Redressal Commission (DCDRC) can be made before the State Consumer Disputes Redressal Commission (SCDRC).
The appeal against the order of the State Consumer Disputes Redressal Commission (SCDRC) can be made before the National Consumer Disputes Redressal Commission (NCDRC).
The appeal against the order of the National Consumer Disputes Redressal Commission (NCDRC) can be made before the Supreme Court.” 
—",General
48,“ Is there any change in the amount to be deposited for filing an appeal?”,"For appeals before the State Consumer Disputes Redressal Commission (SCDRC) and National Consumer Disputes Redressal Commission (NCDRC), 50% of the total award amount passed by the lower commission needs to be deposited.” 
—",General
49,“What documents are required while filing a complaint in a consumer commission?”,"“Index: A list of all the documents attached, paginated and indexed.
List of Dates: A chronological list of events relevant to the complaint.
Memorandum of the Parties: Details of the complainant and the opposite party, including complete address and contact details.
Complaint with Notarized Affidavit: The complaint along with a notarized attested affidavit.
Requisite Fee: Payment proof of the fee required for filing the complaint.
Supporting Documents and Evidences: Receipts, vouchers, or any other evidence supporting the complaint. These documents should be attested as a True Copy on the last page with name and signature.
Application for Condonation of Delay: If there is a delay of more than 2 years from the cause of action, an application for the condonation of delay with a notarized and attested affidavit should be filed.
Ensure that all documents are uploaded in the specified format and meet the requirements of the eJagriti portal for smooth processing of the complaint.”
_",General
50,“ How long does it take for a consumer case to be heard by a judge in a consumer commission?”,"“ The timeline for a consumer case to be heard by a judge in consumer commission varies. While the Consumer Protection Act, 2019 aims for resolution within three months, the actual duration can range from three months to over a year due to case complexities.” 
—",General
51,“ What is the procedure for filing an appeal before the State Consumer Disputes Redressal Commission (SCDRC)?,"The Appellant or his authorized agent is required to file a Memorandum that is to be sent through registered post for acknowledgment to the State Consumer Disputes Redressal Commission (SCDRC). This memorandum must be typed in a legible manner with distinct heads, grounds of appeal without any argument or narrative. Such memorandums are to be accompanied by certified copy of the District Consumer Disputes Redressal Commission (DCDRC) order and the documents of a supportive nature to the appeal. Along with it, the appellant is required to submit four copies of the memorandum to the State Consumer Disputes Redressal Commission (SCDRC).

The appellant can only be heard or urged to be heard in support of the appeals that are made to the State Consumer Disputes Redressal Commission (SCDRC). However, the State Consumer Disputes Redressal Commission (SCDRC) is not required to confine itself within the appeal that is made. 
—",General
52,"“What Rights are guaranteed under Consumer Protection Act, 2019 for consumers?”","“The Consumer Protection Act of 2019 ensures several fundamental rights for consumers. These rights are crucial pillars in safeguarding consumer interests and ensuring fair treatment in the marketplace. Here are the six rights guaranteed under the Act:

1. Right to Safety: Consumers have the right to expect that the products and services they purchase are safe for use or consumption. This right ensures protection from hazardous or substandard goods.

2. **Right to be Informed**: Consumers have the right to receive accurate and transparent information about the products and services they intend to purchase. This includes details regarding quality, quantity, price, ingredients, and any associated risks.

3. **Right to Choose**: Consumers have the freedom to select from a range of products and services offered by various providers. This right promotes competition in the market and empowers consumers to make informed decisions based on their preferences.

4. **Right to be Heard**: Consumers have the right to express their grievances and concerns regarding unsatisfactory products or services. This includes the opportunity to voice complaints, provide feedback, and seek resolution through accessible channels.

5. **Right to Seek Redressal**: Consumers have the right to seek appropriate remedies and compensation for any harm or inconvenience caused by defective products or deficient services. This right ensures access to fair and efficient dispute resolution mechanisms.

6. **Right to Consumer Awareness**: Consumers have the right to access information and resources that enhance their understanding of their rights and responsibilities in the marketplace. This includes education on consumer protection laws, awareness campaigns, and access to relevant support services.

These rights collectively empower consumers to make informed choices, demand accountability from businesses, and seek recourse in cases of unfair treatment or exploitation. By upholding these rights, the Consumer Protection Act aims to foster trust and confidence in the marketplace while promoting a fair and competitive economic environment.” 

—",General
53,“Can I be asked to waive the claim under the Act?”,"“ Waiving a claim under the Consumer Protection Act, 2019 (CPA 2019), may be deemed unfair as per the broad definition of unfair contracts outlined in the Act. Additionally, agreements that restrict legal proceedings, such as those preventing parties from enforcing their rights or limiting the time to do so, are void under the Indian Contract Act, 1872, and thus unenforceable. While the issue of waiving claims has not been tested in court, contractual language regarding such waivers should be carefully examined to avoid potential unenforceability under both the CPA 2019 and Indian contract law.” 

—",General
54,What is the time period within which the State Consumer Disputes Redressal Commission (SCDRC) needs to provide a decision for the appeal ?,"“The State Consumer Disputes Redressal Commission (SCDRC) must provide a decision for the appeal within 90 days from the date of admission. If the State Consumer Disputes Redressal Commission (SCDRC) decides to dispose of the case, adequate reasons for the decision must be provided in writing.”",General
140,“What is banking?”,"“A bank is a financial institution licensed to receive deposits and make loans. Banks may also provide financial services such as wealth management, currency exchange, and safe deposit boxes. There are several kinds of banks - retail banks, commercial or corporate banks, investment banks, payment banks etc.
According to official records and data, there are 94,384 rural cooperative banks in India, along with 27 public sector banks, 21 private sector banks, 49 foreign banks, 56 regional rural banks, and 1562 urban cooperative banks.",Banking_Sector
141,“What are the grounds for complaint?”,"“The Banking Ombudsman can receive and consider any complaint relating to the following deficiency in banking services (including internet banking):
non-payment or inordinate delay in the payment or collection of cheques, drafts, bills etc.;
non-acceptance, without sufficient cause, of small denomination notes tendered for any purpose, and for charging of commission in respect thereof;
non-acceptance, without sufficient cause, of coins tendered and for charging of commission in respect thereof;
non-payment or delay in payment of inward remittances ;
failure to issue or delay in issue of drafts, pay orders or bankers’ cheques;
non-adherence to prescribed working hours ;
failure to provide or delay in providing a banking facility (other than loans and advances) promised in writing by a bank or its direct selling agents;
delays, non-credit of proceeds to parties accounts, non-payment of deposit or non-observance of the Reserve Bank directives, if any, applicable to rate of interest on deposits in any savings, current or other account maintained with a bank ;
complaints from Non-Resident Indians having accounts in India in relation to their remittances from abroad, deposits and other bank-related matters;
refusal to open deposit accounts without any valid reason for refusal;
levying of charges without adequate prior notice to the customer;
non-adherence by the bank or its subsidiaries to the instructions of Reserve Bank on ATM/Debit card operations or credit card operations;
non-disbursement or delay in disbursement of pension (to the extent the grievance can be attributed to the action on the part of the bank concerned, but not with regard to its employees);
refusal to accept or delay in accepting payment towards taxes, as required by Reserve Bank/Government;
refusal to issue or delay in issuing, or failure to service or delay in servicing or redemption of Government securities;
forced closure of deposit accounts without due notice or without sufficient reason;
refusal to close or delay in closing the accounts;
non-adherence to the fair practices code as adopted by the bank or non-adherence to the provisions of the Code of Bank Commitments to Customers issued by Banking Codes and Standards Board of India and as adopted by the bank ;
non-observance of Reserve Bank guidelines on engagement of recovery agents by banks; and
any other matter relating to the violation of the directives issued by the Reserve Bank in relation to banking or other services.

A customer can also lodge a complaint on the following grounds of deficiency in service with respect to loans and advances
non-observance of Reserve Bank Directives on interest rates;
delays in sanction, disbursement or non-observance of prescribed time schedule for disposal of loan applications;
non-acceptance of application for loans without furnishing valid reasons to the applicant; and
non-adherence to the provisions of the fair practices code for lenders as adopted by the bank or Code of Bank’s Commitment to Customers, as the case may be;
non-observance of any other direction or instruction of the Reserve Bank as may be specified by the Reserve Bank for this purpose from time to time.
a customer would also be able to lodge a complaint against the bank for its non-adherence to the provisions of the fair practices code for lenders or the Code of Bank’s Commitment to Customers issued by the Banking Codes and Standards Board of India (BCSBI).
Judgements illustrating grounds of complaint
Metco Export International v. Federal Bank Limited and others. - The National Commission reiterated the fact that commercial purpose shall depend on the facts and circumstances of each case. It was held that for ‘commercial purpose,’ generation of profit from the goods purchased or services availed would be the main criterion. Since dispatch of papers by the Bank per se was not going to generate any profit to the complainant as the actual profit would come from the dispatch and sale of the exported goods, the Commission held that the complainant was a consumer.

CITI Bank N. A., Home Loan Department and another v. Ramesh Kalyan Durg and another - If the Complainants suffer the loss due to loss of the said documents the bank will be liable to compensate the Complainant.

HDFC Bank Ltd. v. Balwinder Singh - Practices involving forced repossession by the bank are strongly deprecated.

Prakash Chimanlal Sheth v. HDFC Bank limited, Maharashtra - Bank officials declining to encash the cheque is a deficiency of service.

Neelam Pansari & Another v. C.G.M State Bank of India & Another - NCDRC held SBI liable for deficiency in service for unnecessary increase in the rate of interest.”

Pradeep Kumar v. Postmaster General - The petitioner, a consumer, was denied compensation by the NCDRC after their Kisan Vikas Patra (KVP) savings were fraudulently encashed by a government agent. The agent misused her position to illegally withdraw the funds, which were meant for the petitioner. The court found that the post office failed to follow proper procedures and allowed the fraud to happen due to negligence by its staff. The court held the post office vicariously liable for the actions of its employees, stating that the consumer should not suffer for internal lapses and ordered full compensation with interest. It emphasized that payments should follow proper rules and that savings like KVPs must not be encashed in cash.

Arun Bhatiya v. HDFC Bank - The case involved a consumer whose fixed deposit (FD), held jointly, was prematurely withdrawn by the bank on the instruction of only one joint holder—his father—without the required consent from both account holders. The consumer claimed this was a clear deficiency in service by the bank. Initially, the consumer forums (State and National Commissions) rejected his complaint, saying it was a family dispute and better suited for a civil court. However, the Supreme Court disagreed, stating that banking services fall under the Consumer Protection Act, 1986, and that the complaint was valid under consumer law. The Court emphasized that any person who uses banking services is a consumer and has the right to seek remedies for unfair or deficient services. Since the bank violated the FD terms requiring signatures from all joint holders for early withdrawal, the matter was sent back for fresh review by the consumer commission.
State Bank of India vs. Pallabh Bhowmik and Others - Banks are fully liable if money is fraudulently withdrawn from a customer’s account. Financial institutions have a duty to safeguard customer funds and cannot evade responsibility for unauthorized transactions. In this case, it was also noted that unauthorized electronic transactions result in zero consumer liability if it is reported within 3-working days (as per an RBI circular), and there has not been any negligence from the consumer (such as disclosing sensitive information to third parties). Holding consumers liable requires negligence to be established. Since it was not there in this case, the bank was held liable.”",Banking_Sector
142,“What are the regulatory bodies?”,"“Reserve Bank of India (RBI) is the central bank of India and manages credit supply, regulates operations of banks, and helps maintain a healthy financial system.
Securities and Exchange Board of India (SEBI) protects the interests of the participants and enforces a set of rules to ensure that the market functions effectively
Insurance Regulatory and Development Authority of India (IRDAI) promotes orderly growth and proper functioning of the insurance industry in India.
The Ministry of Corporate Affairs is one of the financial regulators in India that regulates the functioning industrial and services sectors.
Pension Funds Regulatory and Development Authority (PFRDA) regulates pensions”",Banking_Sector
