,Question,Answer,File
38,“What is the procedure to file a complaint before the consumer commission?”,"“To file a complaint before the Consumer Commission, follow these steps:
Writing the Complaint:
The complaint should be in writing and contain all relevant details.
Specify the aggrieved consumer's details, the service provider or manufacturer's details, and the facts of the matter.
Clearly state the remedy sought.
Filing the Complaint:
Complaints can be filed in person or through an agent.
They can also be sent by registered post along with the required court fee.
Complaints can be filed online at the eJagriti portal: https://ejagriti.gov.in/.
Submission of Copies:
Normally, three copies of the complaint are required.
One copy is retained for official purposes, one is forwarded to the opposite party, and one is for the complainant.
If there are multiple opposite parties, more copies may be required.
Contents of the Complaint:
The complaint must contain all necessary details of the aggrieved consumer, the service provider, or manufacturer.
Include contact details, place of business, relevant facts of the matter, and the remedy sought.
Attach an affidavit signed and verified by the complainant.
Attach all other relevant documents, such as bill details, mode of payment, and guarantee or warranty cards.”
—",General
39,“What is the procedure to file a complaint in the eJagriti platform?”,"“ Following these steps will ensure that your complaint is filed correctly on the eJagriti platform.

Create an Account: If you don't have an account, register on the eJagriti portal at https://e-jagriti.gov.in/register.
Provide your Phone Number, Name, and a password for your eJagriti account. Confirm your password by entering it in the corresponding box, and then click ‘Role. Select ‘Consumer/Authorised Representative’. If you do not possess an Indian address and phone number, click on the ‘NRI’ check box at the top of the form.
Verify Phone Number/Email: Verify your phone number/email address by copying the six digit code sent to your registered email or phone number.
Verify Address: If you are not NRI, the portal will ask you for an address and ask you to upload an address proof. Please write down your address, select and upload a scanned copy of any government authorised address proof. 
Login: Use your credentials to log in to the portal.
Start New Case: Click on 'File a New Case' from the Filing dropdown menu and select 'Consumer Complaint'. Then click on the ‘NEXT’ button.
Enter Case Details in the respective boxes:
Paid as Consideration: the amount you have paid for a product or service
Claim Consideration: the amount you wish to claim as relief
Date of Cause of Action: enter the date where the issue first occurred or when it was first noticed
State of Cause of Action: enter the state where you wish to file the complaint
District of Cause of Action: enter the District where you wish to file the complaint
Case category: select the most appropriate category for your complaint
Click on the ‘NEXT’ button at the bottom
Enter Complainant and Opposite Party details in the respective boxes
Complainant details: enter the complainant name, and if you are not the complainant enter your relation to them and your name as the ‘Relative Name’
Enter the complainant mobile number and email address. Select if you/they fall under Senior citizen, widow, differently abled, or serious ailment categories
Enter address of the complainant
Enter the details of any advocate or legal representative whose services you are using, in case you have an advocate for this complaint
Enter the details of the Opposite part, similar to details of the complainant, including Address and Name of the business
Select the accurate State, and District for the address of the Opposite Party, and you may add any additional addresses as well
Select ‘NEXT’ option at the bottom of the form
Add details of any additional complainant parties in the “ADD ADDITIONAL COMPLAINANT” option. Clicking this option will drop down a fresh set of boxes for you to fill information. You may add as many additional complainants as necessary. If your complaint involves a ‘pro-forma’ complainant you may add their details here, under the “ADD PROFORMA COMPLAINANT DETAILS” option. Click ‘NEXT’ button at the bottom of the page once completed.
Add details of any additional Opposite Parties parties in the “ADD ADDITIONAL OPPOSITE PARTY” option. Clicking this option will drop down a fresh set of boxes for you to fill information. You may add as many additional complainants as necessary. If your complaint involves a ‘pro-forma’ complainant you may add their details here, under the “ADD PROFORMA OPPOSITE PARTY DETAILS” option. Click ‘NEXT’ button at the bottom of the page once completed.
Upload the required documents for filing your complaint. This includes the following documents:
Index: this is an index of all submitted documents
Proforma for filing consumer complaint: this is a copy of your filled our consumer complaint
Synopsis with List of Dates and Events: a summary of the facts of your complaint with a list of key dates relevant to the events of the complaint
Memo of Parties: a formatted document listing the parties involved in the complaint.
Consumer Complaint with Notarised Affidavit: a copy of your complaint, along with an affidavit attached, provided the affidavit has been authorised by a notary
Upload any other documents under the ‘ADD ANNEXURES / DOCUMENTS’ option
IA Documents: if you have any documents relating to an interim application (IA) you can upload them here.
Vakalatnama: upload a copy of the Vakalatnama hin this box. The Vakalatnama is a document where you have authorised your lawyer or legal representative to appear on your behalf for the matter
Select ‘NEXT’ option at the bottom of the screen
‘Your Case will be filed in District Commission’: select which District Commission you would like your complaint to be filed.
Before you do this, you may go back to the previous screens by clicking ‘PREVIOUS’ button on the bottom left of the page, and you may re-check all your documents to check that they are as required to you and for the Consumer Commission. If you do re-check the documents, you may once again reach this page as described in previous steps.
Click the box which says ‘I hereby declare that the information provided is true and correct’. Select ‘PREVIEW’ option at the bottom right of the page.
The page will show you the details and information included in your complaint. Check whether the details are all accurate and included as required. Once you are satisfied, you may click the ‘FINAL SUBMIT’ button at the bottom of the page.
You may now access the status of whether your complaint has been accepted by the Consumer Dispute Redressal Commission. You may do this by clicking on the ‘Pending’ button on the eJagriti dashboard page (https://e-jagriti.gov.in/consumer/dashboard)

—",General
40,“Can a consumer complaint be resolved through mediation?”,"“Yes, a consumer complaint can be resolved through mediation. The relevant consumer commission, either at the first hearing after admission or later stages, may refer the complaint to mediation with the written consent of the parties if they believe there is potential for settlement. Parties can also opt for mediation at any stage of the complaint. If the dispute remains unresolved through mediation, the consumer commission will proceed to hear the case. Successful mediation results in a written agreement of the terms, while partial settlements are recorded, and the remaining issues are heard by the Commission. If mediation is unsuccessful, the Commission will pass an appropriate order within seven days of receiving the settlement report. There is no fee required for mediation. No appeal is permissible after the settlement of a dispute through mediation.”",General
41,“ What are the contents of a consumer complaint particulars should be furnished in the complaint?”,"“ Contents of a consumer complaint:
Cause-title
Name, description, and address of the complainant
Name, description, and address of the opposite party or parties
Facts relating to the complaint and where and when it arose
Copies of written complaints and notices sent to the service provider
Explanation of how the opposite parties are liable and why they are answerable or accountable
Documents supporting allegations, with a list of these documents signed by the complainant
Specification of how the case falls within the jurisdiction of the tribunal
 Relief or remedy claimed by the complainant

Following is a illustrative draft for a consumer complaint, in LaTex format:

“

BEFORE THE DISTRICT CONSUMER DISPUTES REDRESSAL 
COMMISSION AT _________

CONSUMER COMPLAINT NO.     /20	  

IN THE MATTER OF: 

<Title and name of first complainant>,
<Address of first complainant>

<Title and name of second complainant>
<Address of second complainant>

<Title and name of third complainant and so on>
<Address of third complainant>
… COMPLAINANT
AND

<Title and name of first opposite party>,
<Address of first opposite party>

<Title and name of second opposite party>,
<Address of second opposite party>

<Title and name of third opposite party and so on>,
<Address of third opposite party and so on>

… OPPOSITE PARTIES

COMPLAINT UNDER SECTION 35 of THE CONSUMER PROTECTION ACT, 2019 RESPECTFULLY SHOWETH:

The address of the Complainant for the purpose of service of summons, notice etc is as shown in the cause title above and that of his counsel 

The address of the Opponents for the very purpose is the same as shown in the cause title above.

FACTS OF COMPLAINT: <Include facts about the complainant and the reason for the complaint and the other facts provided by the complainant. Include facts about the actions of the opposite party as presented by the complainant. Include the relief prayed for by the complainant. Keep each unique aspect of the complaint in one paragraph. The complaint may take anywhere from 4-12 paragraphs.>

TRANSACTION: <Should describe the transaction complained of i.e. particulars and details of goods/services availed, items of goods / kind and nature of service; date of purchase of goods/availing of service' amount paid as price/ consideration, full or in part towards the goods/service' Photocopies of the bill/cash memo/voucher or receipt should be attached and properly marked as Annexure- A, B, C, and so forth or 1, 2, 3 and so forth.>

CAUSE OF ACTION: The cause of action arose on <inlcude date of incident provided by the complainant/user> when <include incident giving rise to complaint> 
<Should explain the grievance, i.e. whether the loss of damage has been caused by some unfair trade practice or restrictive trade practice adopted by any trader or there is some defect in the goods or there has been deficiency in service or the trader has charged excessive price for the goods. Should elucidate the nature of deficiency or unfair trade practice adopted by the trader, i.e. relating to the quality of goods/services: sponsorship; warranty or guarantee for such period promised.>

RELIEF CLAIMED: <The nature and amount of relief claimed must be specified, and any specific performance from any party should be specified. Can include removal of defects in goods or deficiency in service; replacement with new goods; return of the price or charges or compensation on account of financial loss or injury>

JURISDICTION: <Mention the jurisdiction under which the complaint lies, according to: (i) the value of the claim (upto fifty lakh for DCDRC, upto two crore for SCDRC, rest to NCDRC),  and the geographic location of the cause of action or the opposite party.>

LIMITATION: That the present complaint is being filed within the period of limitation prescribed under section 69 of the Consumer Protection Act, 2019.

COURT FEE: As per Rule 7 of Consumer Protection (Consumer Dispute Redressal Commission) Rules 2020, the requisite court fee has been paid.

EVIDENCE:
<Should give details of documents and/or witnesses relied on to substantiate the case. The documents should be attached as Annexures. Incorporated in a list of evidence. List of witnesses (if any) may be filed similarly>
1. <mention a brief description of the first item of complainant evidence>
2. <mention a brief description of the second item of complainant party evidence>
3. <mention a brief description of the third item of complainant evidence, and so on>

PRAYER:
In the circumstances stated above, the Complainant prays that the Hon'ble Commission may be pleased to:
<mention a numbered list of all reliefs prayed for by the complainant.>


Complainant


PLACE:                                                                                                                         Signature
DATED:


VERIFICATION:
Herein I, <name and title of complainant>, the complainant above named, do hereby state on the solemn affirmation that the contents of the above paragraphs are read over and explained to me in my vernacular. The same are found to be true and correct to the best of my knowledge, belief, and information.

Name & signature of the complainant


”
—",General
42,“Does a consumer need an advocate to represent their case before a commission?,"“Consumers do not need an advocate to represent their case in the Consumer Commission. These commissions are designed to provide simple and speedy justice, free from the complexities of regular court procedures. The process is informal and does not require the involvement of an advocate or pleader. Consumers can file and represent their complaint themselves or through a representative.”
—",General
43,“What is the time limit for filing the complaint?”,"“The time limit for filing a complaint is two years from the date the cause of action arises, as per Section 35 of the Act. This period starts from the day the deficiency in service or defect in goods is detected. It's also referred to as the limitation period. However, the law allows consumers to file complaints even after this period if the District Consumer Disputes Redressal Commission (DCDRC) deems the reasons for the delay genuine and valid.” 
_",General
44,“How to make the payment of the Court fee?”,"“The court fee for every complaint filed before the District Consumer Disputes Redressal Commission (DCDRC), State Consumer Disputes Redressal Commission (SCDRC), or National Consumer Disputes Redressal Commission (NCDRC) must be accompanied by a fee specified. This fee should be in the form of a crossed Demand Draft drawn on a nationalized bank or through a crossed Indian Postal Order drawn in favor of the Registrar of the respective Commission. The payment should be payable at the place where the Commission is situated. The concerned District Consumer Disputes Redressal Commission (DCDRC) shall deposit the received amount.”
_",General
45,“ What reliefs or remedies are provided by the consumer commission?”,"“Consumer commissions can provide the following reliefs and remedies under the Consumer Protection Act, 2019:
Compensation: Grant compensation to consumers for harm caused by product liability issues.
Directive to Manufacturers, Service Providers, and Sellers: Issue directives to:
Remove defects from goods.
Replace goods.
Refund the price paid along with any interest.
Remove defects or deficiencies in services.
Award compensation for loss or injury.
Discontinue and not repeat unfair trade practices or restrictive trade practices.
Withdraw hazardous goods from being offered for sale.
Cease manufacture of hazardous goods and desist from offering hazardous services.
Pay a sum determined by the Commission for loss or injury suffered by a large number of consumers.
Issue corrective advertisement to neutralize the effect of misleading advertisement.
Provide adequate costs to parties.
These reliefs and remedies are aimed at protecting and compensating consumers for any harm caused by products or services.”
—",General
46,“What are the details of fees to be paid while filing a complaint with the consumer commissions?”,"“Yes, there is a fee for filing a complaint with the Consumer Commissions. The fee must be paid in the form of a crossed Demand Draft drawn on a nationalised bank or through a crossed Indian Postal Order drawn in favour of the Registrar of the relevant Commission and payable at the respective location where the Commission is situated. The payment may otherwise be through electronic mode as arranged by the specific Commission concerned.

The fee amount varies based on the value of goods or services paid as consideration, as specified in the table below:
District Consumer Disputes Redressal Commission (DCDRC):
Up to ₹5 Lakh: No Fee
Above ₹5 Lakh – Up to ₹10 Lakh: ₹200
Above ₹10 lakh – Up to ₹20 Lakh: ₹400
Above ₹20 Lakh – Up to ₹50 Lakh: ₹1000
State Consumer Disputes Redressal Commission (SCDRC): 
Above ₹50 Lakh – Up to ₹1 Crore: ₹2000
Above ₹1 Crore – Up to ₹2 Crore: ₹2500 
National Consumer Disputes Redressal Commission (NCDRC): 
Above ₹2 Crore – Up to ₹4 Crore: ₹3000 
Above ₹4 Crore – Up to ₹6 Crore: ₹4000 
Above ₹6 Crore – Up to ₹8 Crore: ₹5000 
Above ₹8 Crore – Up to ₹10 Crore: ₹6000
Above ₹10 Crore: ₹7500
The fee should be payable at the respective place where the District Consumer Disputes Redressal Commission (DCDRC), State Consumer Disputes Redressal Commission (SCDRC), or the National Consumer Disputes Redressal Commission (NCDRC) is situated, or through electronic mode as per the arrangement made by the concerned Commission.”
—",General
47,“What if the consumer is not satisfied with the order of the Consumer commission?”,"“If a consumer is dissatisfied with the order of a Consumer Commission:
They can prefer an appeal within 30 days from the date of the order.
The appeal against the order of the District Consumer Disputes Redressal Commission (DCDRC) can be made before the State Consumer Disputes Redressal Commission (SCDRC).
The appeal against the order of the State Consumer Disputes Redressal Commission (SCDRC) can be made before the National Consumer Disputes Redressal Commission (NCDRC).
The appeal against the order of the National Consumer Disputes Redressal Commission (NCDRC) can be made before the Supreme Court.” 
—",General
48,“ Is there any change in the amount to be deposited for filing an appeal?”,"For appeals before the State Consumer Disputes Redressal Commission (SCDRC) and National Consumer Disputes Redressal Commission (NCDRC), 50% of the total award amount passed by the lower commission needs to be deposited.” 
—",General
49,“What documents are required while filing a complaint in a consumer commission?”,"“Index: A list of all the documents attached, paginated and indexed.
List of Dates: A chronological list of events relevant to the complaint.
Memorandum of the Parties: Details of the complainant and the opposite party, including complete address and contact details.
Complaint with Notarized Affidavit: The complaint along with a notarized attested affidavit.
Requisite Fee: Payment proof of the fee required for filing the complaint.
Supporting Documents and Evidences: Receipts, vouchers, or any other evidence supporting the complaint. These documents should be attested as a True Copy on the last page with name and signature.
Application for Condonation of Delay: If there is a delay of more than 2 years from the cause of action, an application for the condonation of delay with a notarized and attested affidavit should be filed.
Ensure that all documents are uploaded in the specified format and meet the requirements of the eJagriti portal for smooth processing of the complaint.”
_",General
50,“ How long does it take for a consumer case to be heard by a judge in a consumer commission?”,"“ The timeline for a consumer case to be heard by a judge in consumer commission varies. While the Consumer Protection Act, 2019 aims for resolution within three months, the actual duration can range from three months to over a year due to case complexities.” 
—",General
51,“ What is the procedure for filing an appeal before the State Consumer Disputes Redressal Commission (SCDRC)?,"The Appellant or his authorized agent is required to file a Memorandum that is to be sent through registered post for acknowledgment to the State Consumer Disputes Redressal Commission (SCDRC). This memorandum must be typed in a legible manner with distinct heads, grounds of appeal without any argument or narrative. Such memorandums are to be accompanied by certified copy of the District Consumer Disputes Redressal Commission (DCDRC) order and the documents of a supportive nature to the appeal. Along with it, the appellant is required to submit four copies of the memorandum to the State Consumer Disputes Redressal Commission (SCDRC).

The appellant can only be heard or urged to be heard in support of the appeals that are made to the State Consumer Disputes Redressal Commission (SCDRC). However, the State Consumer Disputes Redressal Commission (SCDRC) is not required to confine itself within the appeal that is made. 
—",General
52,"“What Rights are guaranteed under Consumer Protection Act, 2019 for consumers?”","“The Consumer Protection Act of 2019 ensures several fundamental rights for consumers. These rights are crucial pillars in safeguarding consumer interests and ensuring fair treatment in the marketplace. Here are the six rights guaranteed under the Act:

1. Right to Safety: Consumers have the right to expect that the products and services they purchase are safe for use or consumption. This right ensures protection from hazardous or substandard goods.

2. **Right to be Informed**: Consumers have the right to receive accurate and transparent information about the products and services they intend to purchase. This includes details regarding quality, quantity, price, ingredients, and any associated risks.

3. **Right to Choose**: Consumers have the freedom to select from a range of products and services offered by various providers. This right promotes competition in the market and empowers consumers to make informed decisions based on their preferences.

4. **Right to be Heard**: Consumers have the right to express their grievances and concerns regarding unsatisfactory products or services. This includes the opportunity to voice complaints, provide feedback, and seek resolution through accessible channels.

5. **Right to Seek Redressal**: Consumers have the right to seek appropriate remedies and compensation for any harm or inconvenience caused by defective products or deficient services. This right ensures access to fair and efficient dispute resolution mechanisms.

6. **Right to Consumer Awareness**: Consumers have the right to access information and resources that enhance their understanding of their rights and responsibilities in the marketplace. This includes education on consumer protection laws, awareness campaigns, and access to relevant support services.

These rights collectively empower consumers to make informed choices, demand accountability from businesses, and seek recourse in cases of unfair treatment or exploitation. By upholding these rights, the Consumer Protection Act aims to foster trust and confidence in the marketplace while promoting a fair and competitive economic environment.” 

—",General
53,“Can I be asked to waive the claim under the Act?”,"“ Waiving a claim under the Consumer Protection Act, 2019 (CPA 2019), may be deemed unfair as per the broad definition of unfair contracts outlined in the Act. Additionally, agreements that restrict legal proceedings, such as those preventing parties from enforcing their rights or limiting the time to do so, are void under the Indian Contract Act, 1872, and thus unenforceable. While the issue of waiving claims has not been tested in court, contractual language regarding such waivers should be carefully examined to avoid potential unenforceability under both the CPA 2019 and Indian contract law.” 

—",General
54,What is the time period within which the State Consumer Disputes Redressal Commission (SCDRC) needs to provide a decision for the appeal ?,"“The State Consumer Disputes Redressal Commission (SCDRC) must provide a decision for the appeal within 90 days from the date of admission. If the State Consumer Disputes Redressal Commission (SCDRC) decides to dispose of the case, adequate reasons for the decision must be provided in writing.”",General
364,“What are drugs and cosmetics?”,"“The term ‘drugs’ includes all medicines intended for internal or external use for or in the diagnosis, treatment, mitigation, or prevention of disease or disorder in human beings or animals. ‘Cosmetic’ means any article intended to be rubbed, poured, sprinkled or sprayed on or introduced into, or otherwise applied to, the human body or any part thereof for cleansing, beautifying, promoting attractiveness, or altering the appearance, and includes any article intended for use as a component of cosmetic. The pharmaceutical industry in India is a multi-billion dollar industry, set to grow exponentially. This indeed attracts the need to be stringently regulated because of the sheer nature of the product and its use.”",Drugs_and_Cosmetics
365,“How are drugs and cosmetics regulated in India?”,"“Drugs and cosmetics in India are regulated primarily under the Drugs and Cosmetics Act, 1940 and the Drugs and Cosmetics Rules, 1945. These laws govern the import, manufacture, distribution, and sale of drugs and cosmetics to ensure they are safe, effective, and of standard quality. The Act classifies drugs into different schedules and lays down specific standards and conditions for each category, including requirements for licensing, labeling, storage, and testing. It also empowers regulatory authorities—both at the central level (through the Central Drugs Standard Control Organisation or CDSCO) and at the state level (through State Drug Controllers)—to take enforcement actions against substandard, spurious, or adulterated products. The Rules supplement the Act by providing detailed procedures for approvals, inspections, and penalties. Together, these laws are intended to protect consumers from unsafe or misleading products and ensure access to quality medicines and cosmetics. ”",Drugs_and_Cosmetics
366,“What are the grounds for consumer complaints about drugs and cosmetics?”,"“
If drug or cosmetic is adulterated:
if it consists of any filthy or decomposed substance
if it is prepared, packed, or stored under insanitary conditions.
if the container is composed of any poisonous substance
if it contains any harmful or toxic substances.
if any substance is mixed so as to reduce its quality or strength.
if it bears any colour for the purpose of colouring only, a colour which is not prescribed
Overcharging
Selling of untested drugs/drugs of poor quality.
Overcharging of medical devices.
Refusal to sell drugs.
Shortage or non-availability of drugs.
Allergic reactions or harmful side effects not adequately disclosed.
False or exaggerated claims about product benefits.
Missing or unclear information on ingredients/ Insufficient usage instructions.
Claims about the product's effectiveness that are not substantiated.
Poor product quality or defects.
Selling products beyond their expiration date.
Lack of proper warnings for potential risks associated with product use- like drug-drug interactions which is a reaction between two (or more) drugs or between a drug and a food, beverage, or supplement or taking a drug while having certain medical conditions.
”",Drugs_and_Cosmetics
367,“What are the modes or methods of complaint available?”,"“
1. The first step is to approach the manufacturing company through their customer care to
register the grievance.
2. The consumer can also approach the drug controller of the concerned state in case of a banned
drug, side effects, adulteration- https://cdsco.gov.in/opencms/opencms/en/State-Drugs-Control/
State Drugs Helpdesk- ithelpdesk.statedrug@cdsco.nic.in
If not satisfied with the response, approach the Drug Controller General of India-
https://cdsco.gov.in/opencms/opencms/en/About-us/who/
3. Approaching any other appropriate judicial or quasi-judicial body:
The complainant is free to take the service provider to a court or any other suitable venue
(judicial or quasi-judicial). The proceedings in consumer commissions are not mired by the
niceties of procedure, allowing the complainant to file a complaint for himself. As a consumer,
the aggrieved party can take the service provider to the appropriate consumer commission, based
on the pecuniary and territorial jurisdiction. The jurisdictions of the various consumer
commissions are as follows-
a) District Commission: The aggrieved consumer can reach out to the District Commission under
section 34 of the CPA, 2019, which provides that the district commission shall entertain matters
where the value of the goods or services paid as consideration does not exceed 50 lakhs.
b) State Commission: In cases where the value of the goods or services paid as consideration is
more than 50 lakhs, but less than 2 crores, the consumer can approach the State Commission.
Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the
consumer can be directly approached. An appeal against the order of the District Commission
can also be made under section 47 of the CPA, 2019.
c) National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 2 crores. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority. http://www.ncdrc.nic.in/districtlist.html. Moreover, it must also be kept in mind that section 100 of the CPA, 2019 provides that the remedy under CPA is in addition and not in derogation of other available remedies.
”",Drugs_and_Cosmetics
368,“When would complaints not be accepted?”,"“
Under the CDSCO and the Drugs and Cosmetics Act, 1940, complaints may not be accepted if they fall outside the regulatory scope defined by the Act. CDSCO primarily acts on violations such as adulteration (Section 17A), spurious drugs (Section 17B), misbranding (Section 17), sale of unlicensed or banned drugs (Section 18), or manufacture/sale that contravenes prescribed conditions (Section 18(a)(vi)). Complaints involving issues like overpricing, denial of refund, or poor customer service are not within CDSCO’s purview and are instead handled by consumer courts or the National Pharmaceutical Pricing Authority. Furthermore, complaints lacking key evidence, such as batch number, manufacturer details, proof of purchase, or a physical sample may be difficult to act upon, as laboratory testing and enforcement actions require traceable documentation. If a product has been consumed or discarded, making sample analysis impossible, or if there is no demonstrable regulatory violation, the CDSCO may be unable to proceed. Duplicate or misdirected complaints (e.g., those already filed in parallel with State Authorities, NPPA, or Consumer Forums) may also be rejected to avoid jurisdictional overlap.
”",Drugs_and_Cosmetics
369,“What are the regulatory bodies in this sector?”,"“
Central Drugs Standard Control Organization (CDSCO) Directorate General of Health Services, Ministry of Health and Family Welfare, Government of India regulate the approval of any drugs in India.
The National Pharmaceutical Pricing Authority is a government body that regulates the price of drugs in India.
Indian Pharmacopoeia Commission, enacted under the Drugs and Cosmetics Act, 1940 and Rules, 1945 thereunder, is an Autonomous Institution of the Ministry of Health and Family Welfare, Govt. of India, created to set standards of identity, purity and standard of drugs in the country.”",Drugs_and_Cosmetics
370,"“What are the rules, Acts, and Guidelines that govern this sector?”","“
The Drugs and Cosmetics Act, 1940 (As amended up to the 10th August, 2009 and thereafter by Jan Vishwas (Amendment) Act, 2023)
https://www.indiacode.nic.in/bitstream/123456789/15278/1/drug_cosmeticsa1940-23.pdf.
The Drugs and Cosmetics Rules, 1945 (As amended up to the 30th June, 2005)
https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/acts_rules/2016DrugsandCosmeticsAct1940Rules1945.pdf
New Drugs and Clinical Trials Rules, 2019
https://cdsco.gov.in/opencms/export/sites/CDSCO_WEB/Pdf-documents/NewDrugs_CTRules_2019.pdf
The Cosmetics Rules, 2020
https://cdsco.gov.in/opencms/opencms/en/Acts-and-rules/Cosmetics-Rules/
The Drugs and Magic Remedies (Objectionable Advertisements) Act, 1954
https://cghealth.nic.in/CFDA/Doc/Acts&Rules/Drugs%20and%20Magic%20Remedies%20(Objectionable%20Advertisement)%20Act,%201954.pdf
The Drug Price Control Order, 2013
https://www.nppaindia.nic.in/wp-content/uploads/2018/12/DPCO2013_03082016.pdf
Medical Devices Rules, 2017
https://cdsco.gov.in/opencms/resources/UploadCDSCOWeb/2022/m_device/Medical%20Devices%20Rules,%202017.pdf.
Essential Commodities Act, 1955
https://www.indiacode.nic.in/bitstream/123456789/7053/1/essential_commodities_act_1955.pdf.
Code of Medical Ethics, 2002 (as amended up to 8 October 2016)-
Section 1.5 Use of Generic names of drugs:
Every physician should, as far as possible, prescribe drugs with generic names and he / she shall ensure that there is a rational prescription and use of drugs.
https://www.nmc.org.in/rules-regulations/code-of-medical-ethics-regulations-2002/1000/#:~:text=Every%20physician%20should%2C%20as%20far,prescription%20and%20use%20of%20drugs
NPPA Guidelines updated pricing control mechanism in 2023–2024 https://www.nppaindia.nic.in/uploads/tender/8eaf235c53e88ec0a76cbac752d2e966.pdf
Draft 2022 rules on ePharmacies- https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTkzOQ==
.. ”",Drugs_and_Cosmetics
371,“What are the landmark judgements in this sector?”,"“
Dinesh B. Patel v. State of Gujarat, Criminal Appeal/1464 of 2010/2010/SC
The dispute arose from the sale of medicines by M/s. Denis Chemical Lab. Ltd., which were later found to contain fungus. The legal issue focused on whether the manufacturer could be held liable under Section 34 of the Drugs and Cosmetics Act, which holds the entire company and associated individuals responsible for offenses committed by the company. The court, considering the severity of the allegations and the direct impact on public health, opted not to take a strictly technical view based solely on the complaint's pleadings. The court rejected the argument that specific averments about the active role of directors, as required in other legal contexts, should apply in this case. Emphasizing the unique language of Section 34(2) of the Act and the gravity of offenses affecting public health, the court upheld the High Court's order. The directors were granted the opportunity to demonstrate to the Trial Court that they were not involved in the manufacturing process and, therefore, should not be held liable under Section 34(2) of the Act. The appeal was dismissed with these observations.

Common Cause v. Drug Controller of India and Others, NCDRC, 1990
In the case of Common Cause v. Drug Controller of India and Others (1990), a complaint was made to the National Consumer Disputes Redressal Commission under Section 2(1)(f) of the Consumer Protection Act (defective goods) of the lack of adequate quality control in the manufacturing and bottling of intravenous fluids given to patients, leading to defects in the fluids. In this case, the defect was the presence of fungus due to the poor quality of the fluid itself and the inadequate cleaning and sealing of the bottle containing it. The Drug Controller was ordered by the Commission to constitute an expert committee to review the provisions of the existing legislation regulating quality control and make recommendations. The Committee made certain recommendations for protecting the public against the possibility of contamination of I. V. fluids. This case reiterates the fact that the rational drug policy must be accompanied by sustained campaign to enhance awareness of consumers. The literate and enlightened consumers have a greater role and responsibility for materialising the above objective as they can amplify the process of educating and enlightening the illiterate and ignorant consumers.

”",Drugs_and_Cosmetics
372,“What are the important links and resources?”,"“
INGRAM- https://consumerhelpline.gov.in/faq-details.php?fid=Drugs%20and%20Cosmetics
Consumer Guide, CDSCO- https://cdsco.gov.in/opencms/opencms/en/consumer/
Pharma Jan Samadhan scheme-
https://nppaipdms.gov.in/IMCS/hissso/loginLogin.imcs
https://pib.gov.in/newsite/PrintRelease.aspx?relid=116882.
Pharmacovigilance Programme of India (PvPI) mobile app for reporting adverse drug reactions- https://download.cnet.com/download/adr-pvpi/3000-2129_4-78643798.html
”",Drugs_and_Cosmetics
373,“What is generic medicine?”,"“According to WHO,   A generic drug is a pharmaceutical product, usually intended to be interchangeable with an innovator product that is manufactured without a license from the innovator company and marketed after the expiry date of the patent or other exclusive rights .  A generic drug is identical -- or bioequivalent -- to a brand name drug in dosage form, safety, strength, route of administration, quality, performance characteristics and intended use. Although generic drugs have the same active ingredient like their branded counterparts, they are typically sold at substantial discounts from the branded price.”",Drugs_and_Cosmetics
374,“What are branded generics?”,"“Once the patent period of a drug is over, any company can manufacture and market the drug without the permission of the innovator company , as long as it shows bioequivalence, that is, prove to the drug regulator that the copy releases the same amount of the active ingredient and is absorbed by the body in the same way as the original or innovator drug. Such a proven copy of a drug is called its generic version. All generics must now comply with revised Schedule M (2023), under WHO-GMP alignment.”",Drugs_and_Cosmetics
375,“What is the difference between branded generics and generic generics?”,"“The difference is in the name. One is sold under a brand name and the other is sold under a generic name. But both are generic drugs, that is their patent has expired. Generic drugs are sold by the non-proprietary name or generic name instead of a brand name. The international non-proprietory name (INN) is a unique name given to identify pharmaceutical substances or active pharmaceutical ingredients. INN is globally recognised and is public property unlike a brand name that belongs to a particular company. A nonproprietary name, also known as generic name, is the simplified name for a chemical product. Since it is impossible to remember the chemical name for most people, the INN for this is pioglitazone. So, this chemical can be sold by its INN or generic name, as Pioglitazone Hydrochloride, or it can be given a brand name (Pioglar from Ranbaxy , Pioz by USV , Pioped by Torrent) and sold as a branded generic.”",Drugs_and_Cosmetics
376,“Why are generic prescriptions preferred?”,"“Companies spend huge amounts of money on promoting their branded generics and that cost is added to the drug’s price, making them much more costly than generic named drugs. To bring down the cost of prescription drugs, most health systems opt for generic named drugs and ensure that the quality of generic drugs are maintained. Only generic names are used in medical and pharmacological textbooks. It is expected that the use of generic names will ensure production, sale, and dispensing of more rational, single ingredient drugs.”",Drugs_and_Cosmetics
