,Question,Answer,File
38,“What is the procedure to file a complaint before the consumer commission?”,"“To file a complaint before the Consumer Commission, follow these steps:
Writing the Complaint:
The complaint should be in writing and contain all relevant details.
Specify the aggrieved consumer's details, the service provider or manufacturer's details, and the facts of the matter.
Clearly state the remedy sought.
Filing the Complaint:
Complaints can be filed in person or through an agent.
They can also be sent by registered post along with the required court fee.
Complaints can be filed online at the eJagriti portal: https://ejagriti.gov.in/.
Submission of Copies:
Normally, three copies of the complaint are required.
One copy is retained for official purposes, one is forwarded to the opposite party, and one is for the complainant.
If there are multiple opposite parties, more copies may be required.
Contents of the Complaint:
The complaint must contain all necessary details of the aggrieved consumer, the service provider, or manufacturer.
Include contact details, place of business, relevant facts of the matter, and the remedy sought.
Attach an affidavit signed and verified by the complainant.
Attach all other relevant documents, such as bill details, mode of payment, and guarantee or warranty cards.”
—",General
39,“What is the procedure to file a complaint in the eJagriti platform?”,"“ Following these steps will ensure that your complaint is filed correctly on the eJagriti platform.

Create an Account: If you don't have an account, register on the eJagriti portal at https://e-jagriti.gov.in/register.
Provide your Phone Number, Name, and a password for your eJagriti account. Confirm your password by entering it in the corresponding box, and then click ‘Role. Select ‘Consumer/Authorised Representative’. If you do not possess an Indian address and phone number, click on the ‘NRI’ check box at the top of the form.
Verify Phone Number/Email: Verify your phone number/email address by copying the six digit code sent to your registered email or phone number.
Verify Address: If you are not NRI, the portal will ask you for an address and ask you to upload an address proof. Please write down your address, select and upload a scanned copy of any government authorised address proof. 
Login: Use your credentials to log in to the portal.
Start New Case: Click on 'File a New Case' from the Filing dropdown menu and select 'Consumer Complaint'. Then click on the ‘NEXT’ button.
Enter Case Details in the respective boxes:
Paid as Consideration: the amount you have paid for a product or service
Claim Consideration: the amount you wish to claim as relief
Date of Cause of Action: enter the date where the issue first occurred or when it was first noticed
State of Cause of Action: enter the state where you wish to file the complaint
District of Cause of Action: enter the District where you wish to file the complaint
Case category: select the most appropriate category for your complaint
Click on the ‘NEXT’ button at the bottom
Enter Complainant and Opposite Party details in the respective boxes
Complainant details: enter the complainant name, and if you are not the complainant enter your relation to them and your name as the ‘Relative Name’
Enter the complainant mobile number and email address. Select if you/they fall under Senior citizen, widow, differently abled, or serious ailment categories
Enter address of the complainant
Enter the details of any advocate or legal representative whose services you are using, in case you have an advocate for this complaint
Enter the details of the Opposite part, similar to details of the complainant, including Address and Name of the business
Select the accurate State, and District for the address of the Opposite Party, and you may add any additional addresses as well
Select ‘NEXT’ option at the bottom of the form
Add details of any additional complainant parties in the “ADD ADDITIONAL COMPLAINANT” option. Clicking this option will drop down a fresh set of boxes for you to fill information. You may add as many additional complainants as necessary. If your complaint involves a ‘pro-forma’ complainant you may add their details here, under the “ADD PROFORMA COMPLAINANT DETAILS” option. Click ‘NEXT’ button at the bottom of the page once completed.
Add details of any additional Opposite Parties parties in the “ADD ADDITIONAL OPPOSITE PARTY” option. Clicking this option will drop down a fresh set of boxes for you to fill information. You may add as many additional complainants as necessary. If your complaint involves a ‘pro-forma’ complainant you may add their details here, under the “ADD PROFORMA OPPOSITE PARTY DETAILS” option. Click ‘NEXT’ button at the bottom of the page once completed.
Upload the required documents for filing your complaint. This includes the following documents:
Index: this is an index of all submitted documents
Proforma for filing consumer complaint: this is a copy of your filled our consumer complaint
Synopsis with List of Dates and Events: a summary of the facts of your complaint with a list of key dates relevant to the events of the complaint
Memo of Parties: a formatted document listing the parties involved in the complaint.
Consumer Complaint with Notarised Affidavit: a copy of your complaint, along with an affidavit attached, provided the affidavit has been authorised by a notary
Upload any other documents under the ‘ADD ANNEXURES / DOCUMENTS’ option
IA Documents: if you have any documents relating to an interim application (IA) you can upload them here.
Vakalatnama: upload a copy of the Vakalatnama hin this box. The Vakalatnama is a document where you have authorised your lawyer or legal representative to appear on your behalf for the matter
Select ‘NEXT’ option at the bottom of the screen
‘Your Case will be filed in District Commission’: select which District Commission you would like your complaint to be filed.
Before you do this, you may go back to the previous screens by clicking ‘PREVIOUS’ button on the bottom left of the page, and you may re-check all your documents to check that they are as required to you and for the Consumer Commission. If you do re-check the documents, you may once again reach this page as described in previous steps.
Click the box which says ‘I hereby declare that the information provided is true and correct’. Select ‘PREVIEW’ option at the bottom right of the page.
The page will show you the details and information included in your complaint. Check whether the details are all accurate and included as required. Once you are satisfied, you may click the ‘FINAL SUBMIT’ button at the bottom of the page.
You may now access the status of whether your complaint has been accepted by the Consumer Dispute Redressal Commission. You may do this by clicking on the ‘Pending’ button on the eJagriti dashboard page (https://e-jagriti.gov.in/consumer/dashboard)

—",General
40,“Can a consumer complaint be resolved through mediation?”,"“Yes, a consumer complaint can be resolved through mediation. The relevant consumer commission, either at the first hearing after admission or later stages, may refer the complaint to mediation with the written consent of the parties if they believe there is potential for settlement. Parties can also opt for mediation at any stage of the complaint. If the dispute remains unresolved through mediation, the consumer commission will proceed to hear the case. Successful mediation results in a written agreement of the terms, while partial settlements are recorded, and the remaining issues are heard by the Commission. If mediation is unsuccessful, the Commission will pass an appropriate order within seven days of receiving the settlement report. There is no fee required for mediation. No appeal is permissible after the settlement of a dispute through mediation.”",General
41,“ What are the contents of a consumer complaint particulars should be furnished in the complaint?”,"“ Contents of a consumer complaint:
Cause-title
Name, description, and address of the complainant
Name, description, and address of the opposite party or parties
Facts relating to the complaint and where and when it arose
Copies of written complaints and notices sent to the service provider
Explanation of how the opposite parties are liable and why they are answerable or accountable
Documents supporting allegations, with a list of these documents signed by the complainant
Specification of how the case falls within the jurisdiction of the tribunal
 Relief or remedy claimed by the complainant

Following is a illustrative draft for a consumer complaint, in LaTex format:

“

BEFORE THE DISTRICT CONSUMER DISPUTES REDRESSAL 
COMMISSION AT _________

CONSUMER COMPLAINT NO.     /20	  

IN THE MATTER OF: 

<Title and name of first complainant>,
<Address of first complainant>

<Title and name of second complainant>
<Address of second complainant>

<Title and name of third complainant and so on>
<Address of third complainant>
… COMPLAINANT
AND

<Title and name of first opposite party>,
<Address of first opposite party>

<Title and name of second opposite party>,
<Address of second opposite party>

<Title and name of third opposite party and so on>,
<Address of third opposite party and so on>

… OPPOSITE PARTIES

COMPLAINT UNDER SECTION 35 of THE CONSUMER PROTECTION ACT, 2019 RESPECTFULLY SHOWETH:

The address of the Complainant for the purpose of service of summons, notice etc is as shown in the cause title above and that of his counsel 

The address of the Opponents for the very purpose is the same as shown in the cause title above.

FACTS OF COMPLAINT: <Include facts about the complainant and the reason for the complaint and the other facts provided by the complainant. Include facts about the actions of the opposite party as presented by the complainant. Include the relief prayed for by the complainant. Keep each unique aspect of the complaint in one paragraph. The complaint may take anywhere from 4-12 paragraphs.>

TRANSACTION: <Should describe the transaction complained of i.e. particulars and details of goods/services availed, items of goods / kind and nature of service; date of purchase of goods/availing of service' amount paid as price/ consideration, full or in part towards the goods/service' Photocopies of the bill/cash memo/voucher or receipt should be attached and properly marked as Annexure- A, B, C, and so forth or 1, 2, 3 and so forth.>

CAUSE OF ACTION: The cause of action arose on <inlcude date of incident provided by the complainant/user> when <include incident giving rise to complaint> 
<Should explain the grievance, i.e. whether the loss of damage has been caused by some unfair trade practice or restrictive trade practice adopted by any trader or there is some defect in the goods or there has been deficiency in service or the trader has charged excessive price for the goods. Should elucidate the nature of deficiency or unfair trade practice adopted by the trader, i.e. relating to the quality of goods/services: sponsorship; warranty or guarantee for such period promised.>

RELIEF CLAIMED: <The nature and amount of relief claimed must be specified, and any specific performance from any party should be specified. Can include removal of defects in goods or deficiency in service; replacement with new goods; return of the price or charges or compensation on account of financial loss or injury>

JURISDICTION: <Mention the jurisdiction under which the complaint lies, according to: (i) the value of the claim (upto fifty lakh for DCDRC, upto two crore for SCDRC, rest to NCDRC),  and the geographic location of the cause of action or the opposite party.>

LIMITATION: That the present complaint is being filed within the period of limitation prescribed under section 69 of the Consumer Protection Act, 2019.

COURT FEE: As per Rule 7 of Consumer Protection (Consumer Dispute Redressal Commission) Rules 2020, the requisite court fee has been paid.

EVIDENCE:
<Should give details of documents and/or witnesses relied on to substantiate the case. The documents should be attached as Annexures. Incorporated in a list of evidence. List of witnesses (if any) may be filed similarly>
1. <mention a brief description of the first item of complainant evidence>
2. <mention a brief description of the second item of complainant party evidence>
3. <mention a brief description of the third item of complainant evidence, and so on>

PRAYER:
In the circumstances stated above, the Complainant prays that the Hon'ble Commission may be pleased to:
<mention a numbered list of all reliefs prayed for by the complainant.>


Complainant


PLACE:                                                                                                                         Signature
DATED:


VERIFICATION:
Herein I, <name and title of complainant>, the complainant above named, do hereby state on the solemn affirmation that the contents of the above paragraphs are read over and explained to me in my vernacular. The same are found to be true and correct to the best of my knowledge, belief, and information.

Name & signature of the complainant


”
—",General
42,“Does a consumer need an advocate to represent their case before a commission?,"“Consumers do not need an advocate to represent their case in the Consumer Commission. These commissions are designed to provide simple and speedy justice, free from the complexities of regular court procedures. The process is informal and does not require the involvement of an advocate or pleader. Consumers can file and represent their complaint themselves or through a representative.”
—",General
43,“What is the time limit for filing the complaint?”,"“The time limit for filing a complaint is two years from the date the cause of action arises, as per Section 35 of the Act. This period starts from the day the deficiency in service or defect in goods is detected. It's also referred to as the limitation period. However, the law allows consumers to file complaints even after this period if the District Consumer Disputes Redressal Commission (DCDRC) deems the reasons for the delay genuine and valid.” 
_",General
44,“How to make the payment of the Court fee?”,"“The court fee for every complaint filed before the District Consumer Disputes Redressal Commission (DCDRC), State Consumer Disputes Redressal Commission (SCDRC), or National Consumer Disputes Redressal Commission (NCDRC) must be accompanied by a fee specified. This fee should be in the form of a crossed Demand Draft drawn on a nationalized bank or through a crossed Indian Postal Order drawn in favor of the Registrar of the respective Commission. The payment should be payable at the place where the Commission is situated. The concerned District Consumer Disputes Redressal Commission (DCDRC) shall deposit the received amount.”
_",General
45,“ What reliefs or remedies are provided by the consumer commission?”,"“Consumer commissions can provide the following reliefs and remedies under the Consumer Protection Act, 2019:
Compensation: Grant compensation to consumers for harm caused by product liability issues.
Directive to Manufacturers, Service Providers, and Sellers: Issue directives to:
Remove defects from goods.
Replace goods.
Refund the price paid along with any interest.
Remove defects or deficiencies in services.
Award compensation for loss or injury.
Discontinue and not repeat unfair trade practices or restrictive trade practices.
Withdraw hazardous goods from being offered for sale.
Cease manufacture of hazardous goods and desist from offering hazardous services.
Pay a sum determined by the Commission for loss or injury suffered by a large number of consumers.
Issue corrective advertisement to neutralize the effect of misleading advertisement.
Provide adequate costs to parties.
These reliefs and remedies are aimed at protecting and compensating consumers for any harm caused by products or services.”
—",General
46,“What are the details of fees to be paid while filing a complaint with the consumer commissions?”,"“Yes, there is a fee for filing a complaint with the Consumer Commissions. The fee must be paid in the form of a crossed Demand Draft drawn on a nationalised bank or through a crossed Indian Postal Order drawn in favour of the Registrar of the relevant Commission and payable at the respective location where the Commission is situated. The payment may otherwise be through electronic mode as arranged by the specific Commission concerned.

The fee amount varies based on the value of goods or services paid as consideration, as specified in the table below:
District Consumer Disputes Redressal Commission (DCDRC):
Up to ₹5 Lakh: No Fee
Above ₹5 Lakh – Up to ₹10 Lakh: ₹200
Above ₹10 lakh – Up to ₹20 Lakh: ₹400
Above ₹20 Lakh – Up to ₹50 Lakh: ₹1000
State Consumer Disputes Redressal Commission (SCDRC): 
Above ₹50 Lakh – Up to ₹1 Crore: ₹2000
Above ₹1 Crore – Up to ₹2 Crore: ₹2500 
National Consumer Disputes Redressal Commission (NCDRC): 
Above ₹2 Crore – Up to ₹4 Crore: ₹3000 
Above ₹4 Crore – Up to ₹6 Crore: ₹4000 
Above ₹6 Crore – Up to ₹8 Crore: ₹5000 
Above ₹8 Crore – Up to ₹10 Crore: ₹6000
Above ₹10 Crore: ₹7500
The fee should be payable at the respective place where the District Consumer Disputes Redressal Commission (DCDRC), State Consumer Disputes Redressal Commission (SCDRC), or the National Consumer Disputes Redressal Commission (NCDRC) is situated, or through electronic mode as per the arrangement made by the concerned Commission.”
—",General
47,“What if the consumer is not satisfied with the order of the Consumer commission?”,"“If a consumer is dissatisfied with the order of a Consumer Commission:
They can prefer an appeal within 30 days from the date of the order.
The appeal against the order of the District Consumer Disputes Redressal Commission (DCDRC) can be made before the State Consumer Disputes Redressal Commission (SCDRC).
The appeal against the order of the State Consumer Disputes Redressal Commission (SCDRC) can be made before the National Consumer Disputes Redressal Commission (NCDRC).
The appeal against the order of the National Consumer Disputes Redressal Commission (NCDRC) can be made before the Supreme Court.” 
—",General
48,“ Is there any change in the amount to be deposited for filing an appeal?”,"For appeals before the State Consumer Disputes Redressal Commission (SCDRC) and National Consumer Disputes Redressal Commission (NCDRC), 50% of the total award amount passed by the lower commission needs to be deposited.” 
—",General
49,“What documents are required while filing a complaint in a consumer commission?”,"“Index: A list of all the documents attached, paginated and indexed.
List of Dates: A chronological list of events relevant to the complaint.
Memorandum of the Parties: Details of the complainant and the opposite party, including complete address and contact details.
Complaint with Notarized Affidavit: The complaint along with a notarized attested affidavit.
Requisite Fee: Payment proof of the fee required for filing the complaint.
Supporting Documents and Evidences: Receipts, vouchers, or any other evidence supporting the complaint. These documents should be attested as a True Copy on the last page with name and signature.
Application for Condonation of Delay: If there is a delay of more than 2 years from the cause of action, an application for the condonation of delay with a notarized and attested affidavit should be filed.
Ensure that all documents are uploaded in the specified format and meet the requirements of the eJagriti portal for smooth processing of the complaint.”
_",General
50,“ How long does it take for a consumer case to be heard by a judge in a consumer commission?”,"“ The timeline for a consumer case to be heard by a judge in consumer commission varies. While the Consumer Protection Act, 2019 aims for resolution within three months, the actual duration can range from three months to over a year due to case complexities.” 
—",General
51,“ What is the procedure for filing an appeal before the State Consumer Disputes Redressal Commission (SCDRC)?,"The Appellant or his authorized agent is required to file a Memorandum that is to be sent through registered post for acknowledgment to the State Consumer Disputes Redressal Commission (SCDRC). This memorandum must be typed in a legible manner with distinct heads, grounds of appeal without any argument or narrative. Such memorandums are to be accompanied by certified copy of the District Consumer Disputes Redressal Commission (DCDRC) order and the documents of a supportive nature to the appeal. Along with it, the appellant is required to submit four copies of the memorandum to the State Consumer Disputes Redressal Commission (SCDRC).

The appellant can only be heard or urged to be heard in support of the appeals that are made to the State Consumer Disputes Redressal Commission (SCDRC). However, the State Consumer Disputes Redressal Commission (SCDRC) is not required to confine itself within the appeal that is made. 
—",General
52,"“What Rights are guaranteed under Consumer Protection Act, 2019 for consumers?”","“The Consumer Protection Act of 2019 ensures several fundamental rights for consumers. These rights are crucial pillars in safeguarding consumer interests and ensuring fair treatment in the marketplace. Here are the six rights guaranteed under the Act:

1. Right to Safety: Consumers have the right to expect that the products and services they purchase are safe for use or consumption. This right ensures protection from hazardous or substandard goods.

2. **Right to be Informed**: Consumers have the right to receive accurate and transparent information about the products and services they intend to purchase. This includes details regarding quality, quantity, price, ingredients, and any associated risks.

3. **Right to Choose**: Consumers have the freedom to select from a range of products and services offered by various providers. This right promotes competition in the market and empowers consumers to make informed decisions based on their preferences.

4. **Right to be Heard**: Consumers have the right to express their grievances and concerns regarding unsatisfactory products or services. This includes the opportunity to voice complaints, provide feedback, and seek resolution through accessible channels.

5. **Right to Seek Redressal**: Consumers have the right to seek appropriate remedies and compensation for any harm or inconvenience caused by defective products or deficient services. This right ensures access to fair and efficient dispute resolution mechanisms.

6. **Right to Consumer Awareness**: Consumers have the right to access information and resources that enhance their understanding of their rights and responsibilities in the marketplace. This includes education on consumer protection laws, awareness campaigns, and access to relevant support services.

These rights collectively empower consumers to make informed choices, demand accountability from businesses, and seek recourse in cases of unfair treatment or exploitation. By upholding these rights, the Consumer Protection Act aims to foster trust and confidence in the marketplace while promoting a fair and competitive economic environment.” 

—",General
53,“Can I be asked to waive the claim under the Act?”,"“ Waiving a claim under the Consumer Protection Act, 2019 (CPA 2019), may be deemed unfair as per the broad definition of unfair contracts outlined in the Act. Additionally, agreements that restrict legal proceedings, such as those preventing parties from enforcing their rights or limiting the time to do so, are void under the Indian Contract Act, 1872, and thus unenforceable. While the issue of waiving claims has not been tested in court, contractual language regarding such waivers should be carefully examined to avoid potential unenforceability under both the CPA 2019 and Indian contract law.” 

—",General
54,What is the time period within which the State Consumer Disputes Redressal Commission (SCDRC) needs to provide a decision for the appeal ?,"“The State Consumer Disputes Redressal Commission (SCDRC) must provide a decision for the appeal within 90 days from the date of admission. If the State Consumer Disputes Redressal Commission (SCDRC) decides to dispose of the case, adequate reasons for the decision must be provided in writing.”",General
530,“What is the e-commerce sector?”,"“Online shopping preferences have altered as a result of e-commerce expansion and developing trends. Through cost reductions, competition, and improved manufacturing process organisation, e-commerce boosts productivity and expands the range of options. The OECD updated its 1999 recommendations for consumer protection in 2016 in light of the technology advancements, internet penetration, widespread smartphone use, and social media penetration that drove the e-commerce boom. In its notes-2017, the United Nations Conference on Trade and Development (UNCTAD) acknowledges comparable issues with consumer protection in e-commerce.

An e-commerce entity means any person who owns, operates or manages a digital or electronic facility or platform for electronic commerce, but does not include a seller offering his goods or services for sale on a marketplace e-commerce entity. Consumer protection is a pressing concern in global e-commerce. With the growth of e-commerce, the demand for increased consumer protection is becoming more acute. Technology has brought about a significant transformation in India's marketplace and consumer culture.
”",E-Commerce_Sector
531,“What law applies for e-commerce?”,"“The Consumer Protection (E-Commerce) Rules, 2020, apply to:
All goods and services bought or sold over digital or electronic network including digital products.
All models of e-commerce, including marketplace and inventory models of e-commerce.
All e-commerce retail.
All forms of unfair trade practices across all models of e-commerce.
These rules shall not apply to any activity of a natural person carried out in a personal capacity not being part of any professional or commercial activity undertaken on a regular or systemic basis.

The rules do not apply to natural persons acting in a personal capacity, provided their activities are not undertaken on a regular or systematic basis for professional or commercial purposes. This means occasional, one-off sellers are exempt, while individuals engaging in systematic online sales, even via social media, may be deemed e-commerce entities and attract compliance.
”",E-Commerce_Sector
532,“What is the scope and applicability of the Rules notified on e - commerce?”,"“These rules shall apply to:
(a) All goods and services bought or sold over digital or electronic network including digital products;
(b) All models of e-commerce, including marketplace and inventory models of e-commerce;
(c) All e-commerce retail, including multi-channel single brand retailers and single brand retailers in single or multiple formats; and
(d) All forms of unfair trade practices across all models of e-commerce: Provided that these rules shall not apply to any activity of a natural person carried out in a personal capacity not being part of any professional or commercial activity undertaken on a regular or systematic basis.
(e) e-commerce entity which is not established in India, but systematically offers goods or services to consumers in India.
(f) Apply to all e-commerce transactions involving goods or services
”",E-Commerce_Sector
533,“What are the grounds for complaint available for e-commerce?”,"“For instance,
Product delivered is damaged/ defective
Product has been delivered later than the time mentioned without any justifiable reason.
Product does not match with the description on website
If the seller refuses to entertain any such grievances and retains refund
Manipulation of prices of the goods
If information to the consumer/buyer about return, refund, exchange, warranty and guarantee of the product, when they will deliver the product, how they will take payment of such product, by which security method they will take the payment, what will be the redressal mechanism in the case of default, and moreover country of origin of that product of product or goods is not provided.
Any form of restrictive or unfair trade practice.
Product Liability- if a consumer buys any goods and if he suffers any damage due to product itself.
any kind of misrepresentation or misleading advertisement
”",E-Commerce_Sector
534,“What are the modes or methods of complaint available?”,"“
CHIEF GRIEVANCE OFFICER
As per the Consumer Protection (E-commerce) Rules, 2020 there must be an appointment of a Resident Grievance Officer must be appointed for redressing of the grievances of the consumers on the e-commerce platform. If a consumer has made any complaint regarding the product or service then these platforms have to address such complaint within 48 hours and have to redress such complaint within one month from the receipt date of the complaint. And such e-commerce entities have to appoint a grievance officer for the purpose of consumer grievance redressal.
As per Rule 4(4)–(6), Consumer Protection (E-Commerce) Rules, 2020:
Every e-commerce platform must appoint a Grievance Officer whose name, contact details, and designation must be clearly displayed on the website or app.
The officer must acknowledge complaints within 48 hours and resolve them within one month from the date of receipt.
The Grievance Officer handles direct consumer complaints, including issues related to refunds, defective goods, delivery delays, misleading product listings, or unfair trade practices.


Approaching the National Consumer Helpline
https://consumerhelpline.gov.in/#:~:text=%232990100%20%2D%20Excellent.,and%20resolving%20at%20the%20earliest.
For Grievances Related to Cyber Financial Fraud Only- 1930 or visit www.cybercrime.gov.in
For Grievance Related to Bureau of Indian Standards (BIS) www.bis.gov.in .

Approaching any other appropriate judicial or quasi-judicial body:
The complainant is free to take the service provider to a court or any other suitable venue (judicial or quasi-judicial). The proceedings in consumer commissions are not mired by the niceties of procedure, allowing the complainant to file a complaint for himself. As a consumer, the aggrieved party can take the service provider to the appropriate consumer commission, based on the pecuniary and territorial jurisdiction. The jurisdictions of the various consumer commissions are as follows-
a) District Commission: The aggrieved consumer can reach out to the District Commission under section 34 of the CPA, 2019, which provides that the district commission shall entertain matters where the value of the goods or services paid as consideration does not exceed more than fifty lakh rupees.
b) State Commission: In cases where the value of the goods or services paid as consideration is more than fifty lakh, but less than 2 crores, the consumer can approach the State Commission. Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the consumer can be directly approached. An appeal against the order of the District Commission can also be made under section 47 of the CPA, 2019.
c) National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 2 crores. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority.
Moreover, it must also be kept in mind that section 100 of the CPA, 2019 provides that the remedy under CPA is in addition and not in derogation of other available remedies.
”",E-Commerce_Sector
535,“What are the regulatory bodies in this sector?”,"“Different e-commerce entities are currently being regulated by different entities, resulting in a piecemeal approach and creating confusion among various stakeholders. There is no specialised authority to deal with e-commerce disputes.
Department for Promotion of Industry and Internal Trade- every e-commerce entity operating in India be required to register itself with it.
Competition Commission of India- the primary purpose of regulating competition in the market, plays a significant role in protecting the interests of consumers.
Ministry of Electronics and Information Technology
Ministry of Consumer Affairs, Food & Public Distribution
”",E-Commerce_Sector
536,"“What are the rules, Acts, and Guidelines that govern this sector?”","“
1. Consumer Protection Act, 2019
2. Consumer Protection (E-commerce) Rules, 2020- https://consumeraffairs.nic.in/en/theconsumerprotection/consumer-protection-e-commerce-amendment-rules-2021
5. Information Technology Act, 2000- https://eprocure.gov.in/cppp/rulesandprocs/kbadqkdlcswfjdelrquehwuxcfmijmuixngudufgbuubgubfugbububjxcgfvsbdihbgfGhdfgFHytyhRtMjk4NzY=
7. Payment and Settlement Systems Act 2007- https://rbidocs.rbi.org.in/rdocs/Publications/PDFs/86706.pdf
8. Companies Act, 2013- https://www.mca.gov.in/Ministry/pdf/CompaniesAct2013.pdf
9. Laws related to Goods and Services Tax
10. Guidelines for Prevention and Regulation of Dark Patterns, 2023- https://consumeraffairs.nic.in/sites/default/files/The%20Guidelines%20for%20Prevention%20and%20Regulation%20of%20Dark%20Patterns%2C%202023.pdf
11. Legal Metrology (Packaged Commodities) Rules, 2011- https://consumeraffairs.nic.in/sites/default/files/uploads/legal-metrology-acts-rules/8.pdf
12. Advertising Standards Council of India (ASCI) Guidelines for Online Advertisements- https://www.ascionline.in/wp-content/uploads/2025/04/Code-Book_Codes-2025.pdf
13. Bureau of Indian Standards (Conformity Assessment) Regulations, 2018- https://www.bis.gov.in/wp-content/uploads/2019/03/BIS_CA_12032019.pdf
14. Reserve Bank of India (Digital Lending) Directions, 2025- https://rbidocs.rbi.org.in/rdocs/notification/PDFs/36NT8C402BE7C2A349E0BFFF3C526668CD7A.PDF
”",E-Commerce_Sector
537,What are the landmark judgements in this sector?,"“
HDFC Bank Limited and Ors. v. Hemant Narayan Devande
NCDRC observed that the denial of the transaction on a phone call by the Complainant shows that the petitioner bank must have come to know that the transaction was disputed. The Petitioner should have stopped the payment. NCDRC held deficiency in service on the part of the bank.

Renaissance Hotel Holdings, Inc. v. B.Vihaya Sai & Anr.
Regarding territorial jurisdiction- The place of business and place of work has to be understood not by looking at the booking through e-mails but where the actual physical business of hospitality is being done.

Spicejet Limited v. Ranju Aery
The Supreme Court ruled that consumers opting for online purchase of products through websites can file a consumer complaint before any consumer court for deficiency in services. Held that e‑commerce consumers can sue sellers anywhere, not just where the seller is based.

Flipkart Internet Pvt. Limited and Ors. Vs. Arun Kumar and Ors.
The complaint arose when the complainant ordered a mobile handset but received an old Nokia handset instead. Despite raising the issue with the opposite parties, the complainant was not provided with a resolution and his account was blocked.

The opposite parties contended that they were merely an online platform facilitating transactions between buyers and third-party sellers and thus should not be held liable for the issues arising from the product sold by the third party. However, it was found that the product delivered was different from what was ordered, establishing a deficiency in service. The Commission affirmed that the online platform must ensure proper delivery of products sold through its service.

Amazon Seller Services Pvt. Ltd. Vs. Jaspreet Kaur and Ors.
The issue involved the delivery of an incorrect product ordered by the complainant for ₹380 from OP 1. Upon receiving the wrong product, the complainant requested a replacement, which the OP denied, citing that the item had not been returned within the stipulated exchange window. While the OP did offer a full refund, the complainant insisted on a replacement instead.

The Commission held that given that the product was purchased through Amazon’s marketplace and the service “Fulfilled by Amazon” (FBA) was used, the court held that Amazon had a more active role in the transaction than just being a facilitator. Under the FBA program, Amazon stores, packs, and ships the products, thus assuming significant responsibility in the sale process. Moreover, the commission concluded that Amazon acted as an agent or representative of the seller (OP 2), and therefore could not absolve itself from liability for the incorrect product delivery. Amazon bore a responsibility to ensure that the product delivered to the complainant was the correct one, especially considering its involvement in the fulfilment process.

Yatin Sureshbhai Soni v. Union of India (2020): The Gujarat High Court addressed critical concerns regarding transparency and grievance redressal in the e-commerce sector. The petitioner, an advocate, filed a Public Interest Litigation seeking mandatory disclosure of essential product details like the country of origin, seller and importer information, and effective consumer grievance mechanisms on e-commerce platforms. The Court emphasized strict compliance with the Consumer Protection (E-Commerce) Rules, 2020—particularly the requirement for platforms to acknowledge complaints within 48 hours and resolve them within 30 days. It held that e-commerce entities, even when acting as intermediaries, could not evade responsibility if they played an active role in the sale or promotion of goods.

M/S Emaar MGF Ltd. v. Aftab Singh (2018): In this Supreme Court case, it was held that arbitration clauses in e‑commerce agreements do not bar consumer forum jurisdiction—consumers retain the right to pursue grievances through consumer courts regardless of such clauses.

Jatin Bansal v. Amazon Reseller Services Pvt. Ltd. (March 2024, NCDRC)
The commission held that Amazon’s “no return” clause on a mismatched item (a brand mismatch) is unfair and a deficiency of service under the Consumer Protection Rules, 2020. It affirmed that once the wrong item is delivered, Amazon is legally obligated to accept returns—even if its standard return policy doesn't explicitly cover it.

”",E-Commerce_Sector
538,“What are the important links and resources?”,"“More info on e-commerce- https://consumerhelpline.gov.in/faq-details.php?fid=E-Commerce
”",E-Commerce_Sector
539,“What is e-commerce?”,“The term ‘e-commerce’ means buying or selling of goods or services including digital products over digital or electronic network”,E-Commerce_Sector
540,“What is an e-commerce entity?”,"“An e-commerce entity” means any person who owns, operates or manages digital or electronic facility or platform for electronic commerce, but does not include a seller offering his goods or services for sale on a marketplace e-commerce entity;”",E-Commerce_Sector
541,“Who is an electronic service provider?”,"“An  ""electronic service provider"" means a person who provides technologies or processes to enable a product seller to engage in advertising or selling goods or services to a consumer and includes any online market place or online auction sites;”",E-Commerce_Sector
542,“How does market place platform model differ from inventory models?”,“In Inventory model the entity owns the goods while in Market place model they don't own the goods sold or displayed by sellers. In inventory models FDI is not permitted.”,E-Commerce_Sector
543,“Why an e-commerce rule has been found necessary when already IT act contains provisions to regulate them?”,“The Intermediary due diligence Rules under IT Act do not cover or regulate Unfair trade practices and protect consumer rights. In the new Consumer Protection Act a Central Consumer Protection Authority has been established to regulate Unfair Trade practices in online and offline business.”,E-Commerce_Sector
544,“How does it differ from proposed National framework policy on e-commerce?”,"“These Rules have been finalised after taking inputs from the Department for Promotion of Industry and Internal Trade, under the aegis of the commerce      ministry, so that they gel with the overall National e-commerce policy.         The National E-Commerce Policy being drafted by DIPIT lays down strategies to address issues pertinent to the sector. Consumer protection, data privacy and maintenance of a level-playing field are some of the crucial issues that will find place therein.”",E-Commerce_Sector
545,“What change has been made to definition of Goods?”,"“The 2019 Act includes the definition of ""food"" as defined under the Food and Standards Act, 2006 under the definition of “goods”. This has expanded the definition of ""goods"" under the 1986 Act.”",E-Commerce_Sector
